Date,IT Dep.,CostElement,Country,Forecast
1/03/2020,Data Centers,Travel,Germany,99
1/04/2020,Data Centers,Travel,Germany,379
1/06/2020,Data Centers,Travel,Germany,50
1/07/2020,Data Centers,Travel,Germany,655
1/08/2020,Data Centers,Travel,Germany,655
1/09/2020,Data Centers,Travel,Germany,655
1/10/2020,Data Centers,Travel,Germany,655
1/11/2020,Data Centers,Travel,Germany,655
1/12/2020,Data Centers,Travel,Germany,655
1/01/2020,Data Centers,Travel,Netherlands,"1,265"
1/02/2020,Data Centers,Travel,Netherlands,381
1/03/2020,Data Centers,Travel,Netherlands,-5
1/04/2020,Data Centers,Travel,Netherlands,-19
1/05/2020,Data Centers,Travel,Netherlands,-20
1/06/2020,Data Centers,Travel,Netherlands,-13
1/02/2020,Data Centers,Travel,Spain,206
1/03/2020,Data Centers,Travel,Spain,277
1/05/2020,Data Centers,Travel,Spain,317
1/06/2020,Data Centers,Travel,Spain,210
1/07/2020,Data Centers,Travel,Spain,234
1/08/2020,Data Centers,Travel,Spain,234
1/09/2020,Data Centers,Travel,Spain,234
1/10/2020,Data Centers,Travel,Spain,234
1/11/2020,Data Centers,Travel,Spain,234
1/12/2020,Data Centers,Travel,Spain,234
1/01/2020,Data Centers,Travel,United Kingdom,"2,409"
1/02/2020,Data Centers,Travel,United Kingdom,"2,030"
1/03/2020,Data Centers,Travel,United Kingdom,784
1/04/2020,Data Centers,Travel,United Kingdom,649
1/05/2020,Data Centers,Travel,United Kingdom,"2,155"
1/06/2020,Data Centers,Travel,United Kingdom,"1,398"
1/07/2020,Data Centers,Travel,United Kingdom,"1,591"
1/08/2020,Data Centers,Travel,United Kingdom,"1,591"
1/09/2020,Data Centers,Travel,United Kingdom,"1,591"
1/10/2020,Data Centers,Travel,United Kingdom,"1,591"
1/11/2020,Data Centers,Travel,United Kingdom,"1,591"
1/12/2020,Data Centers,Travel,United Kingdom,"1,591"
1/01/2020,Data Centers,Travel,USA,"1,102"
1/02/2020,Data Centers,Travel,USA,124
1/03/2020,Data Centers,Travel,USA,626
1/04/2020,Data Centers,Travel,USA,200
1/05/2020,Data Centers,Travel,USA,"1,530"
1/06/2020,Data Centers,Travel,USA,"5,390"
1/07/2020,Data Centers,Travel,USA,"3,421"
1/08/2020,Data Centers,Travel,USA,"5,859"
1/09/2020,Data Centers,Travel,USA,"4,021"
1/10/2020,Data Centers,Travel,USA,"4,021"
1/11/2020,Data Centers,Travel,USA,"5,859"
1/12/2020,Data Centers,Travel,USA,"3,421"
1/01/2020,Data Centers,Vehicles,Netherlands,339
1/02/2020,Data Centers,Vehicles,Netherlands,329
1/03/2020,Data Centers,Vehicles,Netherlands,474
1/04/2020,Data Centers,Vehicles,Netherlands,323
1/05/2020,Data Centers,Vehicles,Netherlands,418
1/06/2020,Data Centers,Vehicles,Netherlands,447
1/06/2020,Data Centers,Vehicles,Spain,342
1/01/2020,Data Centers,Vehicles,United Kingdom,32
1/02/2020,Data Centers,Vehicles,United Kingdom,16
1/05/2020,Data Centers,Vehicles,United Kingdom,1
1/06/2020,Data Centers,Vehicles,United Kingdom,1
1/07/2020,Data Management,Administrative,Germany,-491
1/08/2020,Data Management,Administrative,Germany,-491
1/09/2020,Data Management,Administrative,Germany,-491
1/10/2020,Data Management,Administrative,Germany,-491
1/11/2020,Data Management,Administrative,Germany,-491
1/12/2020,Data Management,Administrative,Germany,-491
1/01/2020,Data Management,Amortization,Germany,441
1/02/2020,Data Management,Amortization,Germany,455
1/03/2020,Data Management,Amortization,Germany,457
1/01/2020,Data Management,Depreciation,Germany,"4,597"
1/02/2020,Data Management,Depreciation,Germany,"4,741"
1/03/2020,Data Management,Depreciation,Germany,"4,379"
1/04/2020,Data Management,Depreciation,Germany,"4,488"
1/05/2020,Data Management,Depreciation,Germany,"4,713"
1/06/2020,Data Management,Depreciation,Germany,"4,547"
1/07/2020,Data Management,Depreciation,Germany,"4,590"
1/08/2020,Data Management,Depreciation,Germany,"4,590"
1/09/2020,Data Management,Depreciation,Germany,"4,590"
1/10/2020,Data Management,Depreciation,Germany,"4,590"
1/11/2020,Data Management,Depreciation,Germany,"4,590"
1/12/2020,Data Management,Depreciation,Germany,"4,590"
1/04/2020,Data Management,External Labor,Germany,16
1/01/2020,Data Management,Hardware,Germany,"1,247"
1/04/2020,Data Management,Hardware,Germany,213
1/02/2020,Data Management,Internal Labor,Germany,"7,242"
1/03/2020,Data Management,Internal Labor,Germany,"3,235"
1/04/2020,Data Management,Internal Labor,Germany,"2,870"
1/05/2020,Data Management,Internal Labor,Germany,"2,988"
1/06/2020,Data Management,Internal Labor,Germany,"2,912"
1/07/2020,Data Management,Internal Labor,Germany,"4,023"
1/08/2020,Data Management,Internal Labor,Germany,"4,023"
1/09/2020,Data Management,Internal Labor,Germany,"4,023"
1/10/2020,Data Management,Internal Labor,Germany,"4,023"
1/11/2020,Data Management,Internal Labor,Germany,"4,023"
1/12/2020,Data Management,Internal Labor,Germany,"4,023"
1/01/2020,Data Management,Internal Labor,Spain,"2,815"
1/02/2020,Data Management,Internal Labor,Spain,"2,903"
1/03/2020,Data Management,Internal Labor,Spain,"2,964"
1/04/2020,Data Management,Internal Labor,Spain,"3,038"
1/05/2020,Data Management,Internal Labor,Spain,"3,190"
1/06/2020,Data Management,Internal Labor,Spain,"3,077"
1/07/2020,Data Management,Internal Labor,Spain,"4,023"
1/08/2020,Data Management,Internal Labor,Spain,"4,023"
1/09/2020,Data Management,Internal Labor,Spain,"4,023"
1/10/2020,Data Management,Internal Labor,Spain,"4,023"
1/11/2020,Data Management,Internal Labor,Spain,"4,023"
1/12/2020,Data Management,Internal Labor,Spain,"4,023"
1/01/2020,Data Management,Other,Germany,"106,627"
1/03/2020,Data Management,Other,Germany,"-110,385"
1/04/2020,Data Management,Other,Germany,"59,823"
1/06/2020,Data Management,Other,Germany,"-60,599"
1/02/2020,Data Management,Other,Spain,127
1/04/2020,Data Management,Other,Spain,108
1/01/2020,Data Management,Supplies,Germany,60
1/02/2020,Data Management,Supplies,Germany,229
1/03/2020,Data Management,Supplies,Germany,110
1/04/2020,Data Management,Supplies,Germany,61
1/06/2020,Data Management,Supplies,Germany,-40
1/01/2020,Data Management,Telecomm,Germany,"-15,386"
1/02/2020,Data Management,Telecomm,Germany,"19,169"
1/03/2020,Data Management,Telecomm,Germany,"20,789"
1/04/2020,Data Management,Telecomm,Germany,"-22,669"
1/05/2020,Data Management,Telecomm,Germany,"6,810"
1/06/2020,Data Management,Telecomm,Germany,"-1,512"
1/01/2020,Data Management,Telecomm,Spain,70
1/02/2020,Data Management,Telecomm,Spain,5
1/01/2020,Data Management,Training,Germany,299
1/02/2020,Data Management,Training,Spain,9
1/05/2020,Data Management,Training,Spain,24
1/06/2020,Data Management,Travel,Germany,111
1/02/2020,Data Management,Travel,Spain,556
1/04/2020,Data Management,Travel,Spain,217
1/06/2020,Data Management,Travel,Spain,189
1/01/2020,Data Management,Vehicles,Spain,141
1/02/2020,Data Management,Vehicles,Spain,272
1/03/2020,Data Management,Vehicles,Spain,146
1/05/2020,Data Management,Vehicles,Spain,158
1/06/2020,Data Management,Vehicles,Spain,152
1/07/2020,Development,Administrative,USA,"-153,927"
1/08/2020,Development,Administrative,USA,"-153,927"
1/09/2020,Development,Administrative,USA,"-153,927"
1/01/2020,Development,Amortization,USA,"6,087"
1/01/2020,Development,Depreciation,USA,"-6,087"
1/01/2020,Development,Employee Performance,USA,28
1/02/2020,Development,Employee Performance,USA,224
1/03/2020,Development,Employee Performance,USA,46
1/04/2020,Development,Employee Performance,USA,555
1/05/2020,Development,Employee Performance,USA,"1,561"
1/06/2020,Development,Employee Performance,USA,274
1/01/2020,Development,External Labor,Germany,"5,330"
1/02/2020,Development,External Labor,Germany,"5,729"
1/03/2020,Development,External Labor,Germany,"4,812"
1/04/2020,Development,External Labor,Germany,"5,899"
1/06/2020,Development,External Labor,Germany,"1,863"
1/07/2020,Development,External Labor,Spain,68
1/08/2020,Development,External Labor,Spain,68
1/09/2020,Development,External Labor,Spain,68
1/10/2020,Development,External Labor,Spain,68
1/11/2020,Development,External Labor,Spain,68
1/12/2020,Development,External Labor,Spain,68
1/01/2020,Development,External Labor,United Kingdom,690
1/03/2020,Development,External Labor,United Kingdom,"1,628"
1/04/2020,Development,External Labor,United Kingdom,718
1/05/2020,Development,External Labor,United Kingdom,"1,677"
1/06/2020,Development,External Labor,United Kingdom,68
1/07/2020,Development,External Labor,United Kingdom,"1,085"
1/08/2020,Development,External Labor,United Kingdom,"1,085"
1/09/2020,Development,External Labor,United Kingdom,"1,085"
1/10/2020,Development,External Labor,United Kingdom,551
1/11/2020,Development,External Labor,United Kingdom,551
1/12/2020,Development,External Labor,United Kingdom,551
1/01/2020,Development,External Labor,USA,"1,902"
1/02/2020,Development,External Labor,USA,"53,561"
1/03/2020,Development,External Labor,USA,"57,899"
1/04/2020,Development,External Labor,USA,"110,199"
1/05/2020,Development,External Labor,USA,"55,847"
1/06/2020,Development,External Labor,USA,"150,454"
1/07/2020,Development,External Labor,USA,"217,835"
1/08/2020,Development,External Labor,USA,"230,449"
1/09/2020,Development,External Labor,USA,"340,373"
1/10/2020,Development,External Labor,USA,"352,092"
1/11/2020,Development,External Labor,USA,"302,618"
1/12/2020,Development,External Labor,USA,"369,979"
1/01/2020,Development,Hardware,USA,48
1/02/2020,Development,Hardware,USA,874
1/03/2020,Development,Hardware,USA,"1,506"
1/04/2020,Development,Hardware,USA,98
1/05/2020,Development,Hardware,USA,147
1/06/2020,Development,Hardware,USA,"9,206"
1/07/2020,Development,Hardware,USA,"47,800"
1/08/2020,Development,Hardware,USA,"22,000"
1/09/2020,Development,Hardware,USA,"8,500"
1/10/2020,Development,Hardware,USA,"30,000"
1/11/2020,Development,Hardware,USA,"18,000"
1/12/2020,Development,Hardware,USA,"36,000"
1/07/2020,Development,Hardware Maintenance,United Kingdom,97
1/08/2020,Development,Hardware Maintenance,United Kingdom,97
1/09/2020,Development,Hardware Maintenance,United Kingdom,97
1/10/2020,Development,Hardware Maintenance,United Kingdom,97
1/11/2020,Development,Hardware Maintenance,United Kingdom,97
1/12/2020,Development,Hardware Maintenance,United Kingdom,97
1/07/2020,Development,Hardware Maintenance,USA,"5,013"
1/08/2020,Development,Hardware Maintenance,USA,"5,013"
1/09/2020,Development,Hardware Maintenance,USA,"5,013"
1/10/2020,Development,Hardware Maintenance,USA,"5,013"
1/11/2020,Development,Hardware Maintenance,USA,"5,013"
1/12/2020,Development,Hardware Maintenance,USA,"5,016"
1/01/2020,Development,Inbound Allocations,United Kingdom,116
1/02/2020,Development,Inbound Allocations,United Kingdom,59
1/03/2020,Development,Inbound Allocations,United Kingdom,7
1/04/2020,Development,Inbound Allocations,United Kingdom,404
1/05/2020,Development,Inbound Allocations,United Kingdom,113
1/07/2020,Development,Inbound Allocations,United Kingdom,"1,587"
1/08/2020,Development,Inbound Allocations,United Kingdom,"1,587"
1/09/2020,Development,Inbound Allocations,United Kingdom,"1,587"
1/10/2020,Development,Inbound Allocations,United Kingdom,"1,661"
1/11/2020,Development,Inbound Allocations,United Kingdom,"1,661"
1/12/2020,Development,Inbound Allocations,United Kingdom,"1,661"
1/02/2020,Development,Internal Labor,Belgium,"13,040"
1/03/2020,Development,Internal Labor,Belgium,"6,642"
1/04/2020,Development,Internal Labor,Belgium,"5,293"
1/05/2020,Development,Internal Labor,Belgium,"7,190"
1/06/2020,Development,Internal Labor,Belgium,"10,585"
1/07/2020,Development,Internal Labor,Belgium,"6,600"
1/08/2020,Development,Internal Labor,Belgium,"6,600"
1/09/2020,Development,Internal Labor,Belgium,"6,600"
1/10/2020,Development,Internal Labor,Belgium,"6,600"
1/11/2020,Development,Internal Labor,Belgium,"6,600"
1/12/2020,Development,Internal Labor,Belgium,"6,600"
1/01/2020,Development,Internal Labor,Germany,"10,271"
1/02/2020,Development,Internal Labor,Germany,"-10,752"
1/03/2020,Development,Internal Labor,Germany,"1,350"
1/04/2020,Development,Internal Labor,Germany,"1,384"
1/05/2020,Development,Internal Labor,Germany,"1,453"
1/06/2020,Development,Internal Labor,Germany,"1,402"
1/01/2020,Development,Internal Labor,Spain,"3,548"
1/02/2020,Development,Internal Labor,Spain,"3,658"
1/03/2020,Development,Internal Labor,Spain,"3,737"
1/04/2020,Development,Internal Labor,Spain,"3,830"
1/05/2020,Development,Internal Labor,Spain,"6,997"
1/06/2020,Development,Internal Labor,Spain,"-1,545"
1/07/2020,Development,Internal Labor,Spain,"2,717"
1/08/2020,Development,Internal Labor,Spain,"2,717"
1/09/2020,Development,Internal Labor,Spain,"2,717"
1/10/2020,Development,Internal Labor,Spain,"3,657"
1/11/2020,Development,Internal Labor,Spain,"3,657"
1/12/2020,Development,Internal Labor,Spain,"3,657"
1/01/2020,Development,Internal Labor,United Kingdom,"6,374"
1/02/2020,Development,Internal Labor,United Kingdom,"6,593"
1/03/2020,Development,Internal Labor,United Kingdom,"8,297"
1/04/2020,Development,Internal Labor,United Kingdom,"7,094"
1/05/2020,Development,Internal Labor,United Kingdom,"7,434"
1/06/2020,Development,Internal Labor,United Kingdom,"7,287"
1/07/2020,Development,Internal Labor,United Kingdom,"7,223"
1/08/2020,Development,Internal Labor,United Kingdom,"7,223"
1/09/2020,Development,Internal Labor,United Kingdom,"7,223"
1/10/2020,Development,Internal Labor,United Kingdom,"7,223"
1/11/2020,Development,Internal Labor,United Kingdom,"7,223"
1/12/2020,Development,Internal Labor,United Kingdom,"7,223"
1/01/2020,Development,Internal Labor,USA,"149,259"
1/02/2020,Development,Internal Labor,USA,"156,210"
1/03/2020,Development,Internal Labor,USA,"173,446"
1/04/2020,Development,Internal Labor,USA,"153,438"
1/05/2020,Development,Internal Labor,USA,"147,515"
1/06/2020,Development,Internal Labor,USA,"138,990"
1/07/2020,Development,Internal Labor,USA,"159,871"
1/08/2020,Development,Internal Labor,USA,"159,871"
1/09/2020,Development,Internal Labor,USA,"159,338"
1/10/2020,Development,Internal Labor,USA,"162,505"
1/11/2020,Development,Internal Labor,USA,"160,775"
1/12/2020,Development,Internal Labor,USA,"159,966"
1/03/2020,Development,Other,Belgium,59
1/04/2020,Development,Other,Belgium,133
1/05/2020,Development,Other,Belgium,32
1/06/2020,Development,Other,Belgium,"-2,133"
1/02/2020,Development,Other,Germany,28
1/06/2020,Development,Other,Spain,76
1/07/2020,Development,Other,Spain,207
1/08/2020,Development,Other,Spain,207
1/09/2020,Development,Other,Spain,207
1/10/2020,Development,Other,Spain,207
1/11/2020,Development,Other,Spain,207
1/12/2020,Development,Other,Spain,207
1/01/2020,Development,Other,United Kingdom,559
1/02/2020,Development,Other,United Kingdom,31
1/03/2020,Development,Other,United Kingdom,149
1/04/2020,Development,Other,United Kingdom,51
1/05/2020,Development,Other,United Kingdom,105
1/06/2020,Development,Other,United Kingdom,55
1/07/2020,Development,Other,United Kingdom,122
1/08/2020,Development,Other,United Kingdom,122
1/09/2020,Development,Other,United Kingdom,122
1/10/2020,Development,Other,United Kingdom,122
1/11/2020,Development,Other,United Kingdom,122
1/12/2020,Development,Other,United Kingdom,122
1/01/2020,Development,Other,USA,8
1/02/2020,Development,Other,USA,174
1/03/2020,Development,Other,USA,"6,199"
1/04/2020,Development,Other,USA,"1,735"
1/05/2020,Development,Other,USA,193
1/06/2020,Development,Other,USA,"5,934"
1/07/2020,Development,Other,USA,"1,034"
1/08/2020,Development,Other,USA,"1,034"
1/09/2020,Development,Other,USA,"1,034"
1/10/2020,Development,Other,USA,"1,034"
1/11/2020,Development,Other,USA,"1,034"
1/12/2020,Development,Other,USA,"1,035"
1/01/2020,Development,Outbound Allocations,United Kingdom,"1,284"
1/02/2020,Development,Outbound Allocations,United Kingdom,"1,604"
1/03/2020,Development,Outbound Allocations,United Kingdom,"1,335"
1/04/2020,Development,Outbound Allocations,United Kingdom,"1,267"
1/05/2020,Development,Outbound Allocations,United Kingdom,"1,107"
1/06/2020,Development,Outbound Allocations,United Kingdom,"1,330"
1/02/2020,Development,Outbound Allocations,USA,-343
1/04/2020,Development,Outbound Allocations,USA,-171
1/02/2020,Development,Software,USA,452
1/03/2020,Development,Software,USA,"30,709"
1/04/2020,Development,Software,USA,"160,006"
1/05/2020,Development,Software,USA,"20,934"
1/06/2020,Development,Software,USA,"25,176"
1/07/2020,Development,Software,USA,"51,967"
1/08/2020,Development,Software,USA,"47,263"
1/09/2020,Development,Software,USA,"169,131"
1/10/2020,Development,Software,USA,"219,341"
1/11/2020,Development,Software,USA,"112,601"
1/12/2020,Development,Software,USA,"115,031"
1/01/2020,Development,Software Maintenance,USA,"90,637"
1/03/2020,Development,Software Maintenance,USA,"-89,493"
1/04/2020,Development,Software Maintenance,USA,"4,041"
1/06/2020,Development,Software Maintenance,USA,"-4,041"
1/07/2020,Development,Software Maintenance,USA,"1,205"
1/08/2020,Development,Software Maintenance,USA,248
1/09/2020,Development,Software Maintenance,USA,"28,148"
1/10/2020,Development,Software Maintenance,USA,"47,124"
1/11/2020,Development,Software Maintenance,USA,"34,357"
1/12/2020,Development,Software Maintenance,USA,"19,466"
1/07/2020,Development,Supplies,United Kingdom,778
1/08/2020,Development,Supplies,United Kingdom,778
1/09/2020,Development,Supplies,United Kingdom,778
1/01/2020,Development,Supplies,USA,18
1/02/2020,Development,Supplies,USA,510
1/03/2020,Development,Supplies,USA,39
1/05/2020,Development,Supplies,USA,913
1/07/2020,Development,Supplies,USA,775
1/08/2020,Development,Supplies,USA,775
1/09/2020,Development,Supplies,USA,775
1/10/2020,Development,Supplies,USA,775
1/11/2020,Development,Supplies,USA,775
1/12/2020,Development,Supplies,USA,775
1/01/2020,Development,Taxes,USA,"1,222"
1/02/2020,Development,Taxes,USA,987
1/03/2020,Development,Taxes,USA,"1,232"
1/04/2020,Development,Taxes,USA,"1,247"
1/05/2020,Development,Taxes,USA,"1,120"
1/06/2020,Development,Taxes,USA,"1,127"
1/03/2020,Development,Telecomm,Belgium,119
1/04/2020,Development,Telecomm,Belgium,166
1/05/2020,Development,Telecomm,Belgium,219
1/06/2020,Development,Telecomm,Belgium,144
1/01/2020,Development,Telecomm,Germany,23
1/03/2020,Development,Telecomm,Germany,16
1/04/2020,Development,Telecomm,Germany,16
1/05/2020,Development,Telecomm,Germany,17
1/01/2020,Development,Telecomm,Spain,15
1/01/2020,Development,Telecomm,United Kingdom,143
1/02/2020,Development,Telecomm,United Kingdom,124
1/03/2020,Development,Telecomm,United Kingdom,79
1/04/2020,Development,Telecomm,United Kingdom,212
1/05/2020,Development,Telecomm,United Kingdom,-9
1/06/2020,Development,Telecomm,United Kingdom,-1
1/01/2020,Development,Telecomm,USA,54
1/02/2020,Development,Telecomm,USA,"2,709"
1/03/2020,Development,Telecomm,USA,"1,133"
1/04/2020,Development,Telecomm,USA,"1,206"
1/05/2020,Development,Telecomm,USA,36
1/06/2020,Development,Telecomm,USA,"2,183"
1/03/2020,Development,Training,Belgium,-831
1/04/2020,Development,Training,Belgium,125
1/05/2020,Development,Training,Belgium,637
1/07/2020,Development,Training,Spain,88
1/08/2020,Development,Training,Spain,88
1/09/2020,Development,Training,Spain,88
1/10/2020,Development,Training,Spain,88
1/11/2020,Development,Training,Spain,88
1/12/2020,Development,Training,Spain,88
1/02/2020,Development,Training,United Kingdom,610
1/04/2020,Development,Training,United Kingdom,132
1/05/2020,Development,Training,United Kingdom,5
1/06/2020,Development,Training,United Kingdom,-630
1/07/2020,Development,Training,United Kingdom,486
1/08/2020,Development,Training,United Kingdom,486
1/09/2020,Development,Training,United Kingdom,486
1/10/2020,Development,Training,United Kingdom,486
1/11/2020,Development,Training,United Kingdom,486
1/12/2020,Development,Training,United Kingdom,486
1/01/2020,Development,Training,USA,759
1/02/2020,Development,Training,USA,185
1/03/2020,Development,Training,USA,514
1/04/2020,Development,Training,USA,315
1/05/2020,Development,Training,USA,449
1/06/2020,Development,Training,USA,"1,194"
1/07/2020,Development,Training,USA,"1,787"
1/08/2020,Development,Training,USA,"1,787"
1/09/2020,Development,Training,USA,"1,787"
1/10/2020,Development,Training,USA,"1,787"
1/11/2020,Development,Training,USA,"1,787"
1/12/2020,Development,Training,USA,"1,787"
1/03/2020,Development,Travel,Belgium,105
1/04/2020,Development,Travel,Belgium,948
1/05/2020,Development,Travel,Belgium,"1,298"
1/06/2020,Development,Travel,Belgium,"1,382"
1/01/2020,Development,Travel,Spain,157
1/02/2020,Development,Travel,Spain,24
1/05/2020,Development,Travel,Spain,89
1/06/2020,Development,Travel,Spain,"1,041"
1/07/2020,Development,Travel,Spain,455
1/08/2020,Development,Travel,Spain,455
1/09/2020,Development,Travel,Spain,455
1/10/2020,Development,Travel,Spain,455
1/11/2020,Development,Travel,Spain,455
1/12/2020,Development,Travel,Spain,455
1/01/2020,Development,Travel,United Kingdom,"3,476"
1/02/2020,Development,Travel,United Kingdom,"1,104"
1/03/2020,Development,Travel,United Kingdom,"1,689"
1/04/2020,Development,Travel,United Kingdom,218
1/05/2020,Development,Travel,United Kingdom,"1,010"
1/06/2020,Development,Travel,United Kingdom,"2,633"
1/07/2020,Development,Travel,United Kingdom,972
1/08/2020,Development,Travel,United Kingdom,972
1/09/2020,Development,Travel,United Kingdom,972
1/10/2020,Development,Travel,United Kingdom,972
1/11/2020,Development,Travel,United Kingdom,972
1/12/2020,Development,Travel,United Kingdom,972
1/01/2020,Development,Travel,USA,"3,747"
1/02/2020,Development,Travel,USA,"3,762"
1/03/2020,Development,Travel,USA,"2,176"
1/04/2020,Development,Travel,USA,"2,013"
1/05/2020,Development,Travel,USA,"3,706"
1/06/2020,Development,Travel,USA,"4,641"
1/03/2020,Development,Vehicles,Belgium,"1,067"
1/04/2020,Development,Vehicles,Belgium,446
1/05/2020,Development,Vehicles,Belgium,558
1/06/2020,Development,Vehicles,Belgium,344
1/01/2020,Development,Vehicles,United Kingdom,1
1/02/2020,Development,Vehicles,United Kingdom,1
1/05/2020,Development,Vehicles,United Kingdom,1
1/06/2020,Development,Vehicles,United Kingdom,1
1/01/2020,Distribution,Amortization,Italy,"5,136"
1/02/2020,Distribution,Amortization,Italy,"5,296"
1/03/2020,Distribution,Amortization,Italy,"5,280"
1/04/2020,Distribution,Amortization,Italy,"5,413"
1/05/2020,Distribution,Amortization,Italy,"5,684"
1/06/2020,Distribution,Amortization,Italy,"5,483"
1/01/2020,Distribution,Depreciation,Belgium,16
1/02/2020,Distribution,Depreciation,Belgium,17
1/03/2020,Distribution,Depreciation,Belgium,17
1/04/2020,Distribution,Depreciation,Belgium,17
1/05/2020,Distribution,Depreciation,Belgium,18
1/06/2020,Distribution,Depreciation,Belgium,17
1/01/2020,Distribution,Depreciation,Italy,270
1/02/2020,Distribution,Depreciation,Italy,279
1/03/2020,Distribution,Depreciation,Italy,280
1/04/2020,Distribution,Depreciation,Italy,287
1/05/2020,Distribution,Depreciation,Italy,301
1/06/2020,Distribution,Depreciation,Italy,290
1/01/2020,Distribution,Depreciation,Switzerland,448
1/02/2020,Distribution,Depreciation,Switzerland,448
1/03/2020,Distribution,Depreciation,Switzerland,448
1/04/2020,Distribution,Depreciation,Switzerland,448
1/05/2020,Distribution,Depreciation,Switzerland,448
1/06/2020,Distribution,Depreciation,Switzerland,448
1/01/2020,Distribution,Depreciation,United Kingdom,25
1/02/2020,Distribution,Depreciation,United Kingdom,26
1/03/2020,Distribution,Depreciation,United Kingdom,27
1/04/2020,Distribution,Depreciation,United Kingdom,26
1/05/2020,Distribution,Depreciation,United Kingdom,28
1/06/2020,Distribution,Depreciation,United Kingdom,27
1/07/2020,Distribution,Depreciation,USA,"5,000"
1/08/2020,Distribution,Depreciation,USA,"5,000"
1/09/2020,Distribution,Depreciation,USA,"5,000"
1/10/2020,Distribution,Depreciation,USA,"5,000"
1/11/2020,Distribution,Depreciation,USA,"5,000"
1/12/2020,Distribution,Depreciation,USA,"5,000"
1/01/2020,Distribution,Employee Performance,USA,4
1/04/2020,Distribution,Employee Performance,USA,4
1/05/2020,Distribution,Employee Performance,USA,8
1/06/2020,Distribution,Employee Performance,USA,2
1/07/2020,Distribution,Employee Performance,USA,51
1/08/2020,Distribution,Employee Performance,USA,51
1/09/2020,Distribution,Employee Performance,USA,51
1/10/2020,Distribution,Employee Performance,USA,51
1/11/2020,Distribution,Employee Performance,USA,51
1/12/2020,Distribution,Employee Performance,USA,51
1/07/2020,Distribution,External Labor,Belgium,320
1/08/2020,Distribution,External Labor,Belgium,320
1/09/2020,Distribution,External Labor,Belgium,320
1/10/2020,Distribution,External Labor,Belgium,320
1/11/2020,Distribution,External Labor,Belgium,320
1/12/2020,Distribution,External Labor,Belgium,320
1/07/2020,Distribution,External Labor,Canada,"1,769"
1/08/2020,Distribution,External Labor,Canada,"1,777"
1/09/2020,Distribution,External Labor,Canada,"1,777"
1/10/2020,Distribution,External Labor,Canada,"1,777"
1/11/2020,Distribution,External Labor,Canada,"1,777"
1/12/2020,Distribution,External Labor,Canada,"1,777"
1/01/2020,Distribution,External Labor,France,-154
1/02/2020,Distribution,External Labor,France,"16,038"
1/03/2020,Distribution,External Labor,France,"2,353"
1/04/2020,Distribution,External Labor,France,-364
1/05/2020,Distribution,External Labor,France,"18,574"
1/06/2020,Distribution,External Labor,France,"1,199"
1/07/2020,Distribution,External Labor,France,"1,836"
1/08/2020,Distribution,External Labor,France,"1,836"
1/09/2020,Distribution,External Labor,France,"1,836"
1/10/2020,Distribution,External Labor,France,"1,836"
1/11/2020,Distribution,External Labor,France,"1,836"
1/12/2020,Distribution,External Labor,France,"1,836"
1/01/2020,Distribution,External Labor,Germany,"-1,713"
1/02/2020,Distribution,External Labor,Germany,"2,071"
1/03/2020,Distribution,External Labor,Spain,921
1/07/2020,Distribution,External Labor,Spain,612
1/08/2020,Distribution,External Labor,Spain,612
1/09/2020,Distribution,External Labor,Spain,612
1/10/2020,Distribution,External Labor,Spain,612
1/11/2020,Distribution,External Labor,Spain,612
1/12/2020,Distribution,External Labor,Spain,612
1/01/2020,Distribution,External Labor,United Kingdom,"3,616"
1/02/2020,Distribution,External Labor,United Kingdom,"3,905"
1/03/2020,Distribution,External Labor,United Kingdom,"5,035"
1/04/2020,Distribution,External Labor,United Kingdom,"3,964"
1/05/2020,Distribution,External Labor,United Kingdom,"8,845"
1/06/2020,Distribution,External Labor,United Kingdom,"3,841"
1/07/2020,Distribution,External Labor,United Kingdom,"2,025"
1/08/2020,Distribution,External Labor,United Kingdom,"2,025"
1/09/2020,Distribution,External Labor,United Kingdom,"2,025"
1/10/2020,Distribution,External Labor,United Kingdom,"2,025"
1/11/2020,Distribution,External Labor,United Kingdom,"2,025"
1/12/2020,Distribution,External Labor,United Kingdom,"2,025"
1/03/2020,Distribution,External Labor,USA,"24,521"
1/04/2020,Distribution,External Labor,USA,"44,167"
1/05/2020,Distribution,External Labor,USA,"84,327"
1/06/2020,Distribution,External Labor,USA,"139,403"
1/07/2020,Distribution,External Labor,USA,"28,081"
1/08/2020,Distribution,External Labor,USA,"10,636"
1/09/2020,Distribution,External Labor,USA,"10,636"
1/10/2020,Distribution,External Labor,USA,"10,636"
1/11/2020,Distribution,External Labor,USA,"10,636"
1/12/2020,Distribution,External Labor,USA,"10,636"
1/01/2020,Distribution,Hardware,Belgium,46
1/01/2020,Distribution,Hardware,Canada,56
1/02/2020,Distribution,Hardware,Canada,56
1/03/2020,Distribution,Hardware,Canada,57
1/04/2020,Distribution,Hardware,Canada,57
1/05/2020,Distribution,Hardware,Canada,58
1/06/2020,Distribution,Hardware,Canada,57
1/07/2020,Distribution,Hardware,Canada,103
1/08/2020,Distribution,Hardware,Canada,103
1/09/2020,Distribution,Hardware,Canada,103
1/10/2020,Distribution,Hardware,Canada,103
1/11/2020,Distribution,Hardware,Canada,103
1/12/2020,Distribution,Hardware,Canada,103
