channel;DateKey;DiscountAmount;DiscountQuantity;Product_ID;PromotionKey;ReturnAmount;ReturnQuantity;SalesAmount;SalesKey;SalesQuantity;StoreKey;TotalCost;UnitCost;UnitPrice
1;01/01/2011 0:00;0;0;956;2;0;0;1782;1;9;175;819,45;91,05;198
1;01/01/2011 0:00;23,1;2;957;2;0;0;2055,9;1;9;36;688,77;76,53;231
1;01/01/2011 0:00;184,8;4;957;10;0;0;1663,2;1;8;207;612,24;76,53;231
1;01/01/2011 0:00;184,8;4;957;10;0;0;1663,2;1;8;303;612,24;76,53;231
1;01/01/2011 0:00;6,45;1;958;2;0;0;509,55;1;4;291;237,28;59,32;129
1;01/01/2011 0:00;0;0;958;10;129;1;516;1;4;303;237,28;59,32;129
1;01/01/2011 0:00;29;2;964;2;0;0;2581;1;9;144;864,72;96,08;290
1;01/01/2011 0:00;37,7;4;967;2;0;0;1658,8;1;9;102;780,12;86,68;188,5
1;01/01/2011 0:00;37,7;4;967;2;0;0;1658,8;1;9;138;780,12;86,68;188,5
1;01/01/2011 0:00;29,7;3;970;2;0;0;1752,3;1;9;160;819,45;91,05;198
1;01/01/2011 0:00;0;0;970;10;0;0;1584;1;8;248;728,4;91,05;198
1;01/01/2011 0:00;30;3;973;2;200;1;1770;1;9;108;530,08;66,26;200
1;01/01/2011 0:00;10;1;973;2;0;0;1790;1;9;186;596,34;66,26;200
1;01/01/2011 0:00;40;4;973;2;0;0;1760;1;9;194;596,34;66,26;200
1;01/01/2011 0:00;90;3;973;5;0;0;2510;1;13;295;861,38;66,26;200
1;01/01/2011 0:00;120;3;973;10;0;0;1480;1;8;217;530,08;66,26;200
1;01/01/2011 0:00;0;0;974;2;0;0;592;1;4;14;272,24;68,06;148
1;01/01/2011 0:00;22,2;3;974;2;0;0;569,8;1;4;76;272,24;68,06;148
1;01/01/2011 0:00;29,6;4;974;2;0;0;562,4;1;4;171;272,24;68,06;148
1;01/01/2011 0:00;0;0;975;10;0;0;660;1;4;205;303,52;75,88;165
1;01/01/2011 0:00;28,2;3;976;2;0;0;1663,8;1;9;99;778,05;86,45;188
1;01/01/2011 0:00;0;0;976;2;0;0;1692;1;9;150;778,05;86,45;188
1;01/01/2011 0:00;9,4;1;976;2;0;0;1682,6;1;9;165;778,05;86,45;188
1;01/01/2011 0:00;37,6;4;976;2;0;0;1654,4;1;9;185;778,05;86,45;188
1;01/01/2011 0:00;112,8;3;976;10;0;0;1391,2;1;8;220;691,6;86,45;188
1;01/01/2011 0:00;40,2;3;977;2;0;0;2371,8;1;9;15;799,11;88,79;268
1;01/01/2011 0:00;40,2;3;977;2;0;0;2371,8;1;9;28;799,11;88,79;268
1;01/01/2011 0:00;107,2;2;977;10;0;0;2036,8;1;8;208;710,32;88,79;268
1;01/01/2011 0:00;0;0;978;2;0;0;2610;1;9;81;864,72;96,08;290
1;01/01/2011 0:00;58;4;978;2;0;0;2552;1;9;149;864,72;96,08;290
1;01/01/2011 0:00;174;4;978;5;0;0;3596;1;13;254;1249,04;96,08;290
1;01/01/2011 0:00;174;4;978;5;0;0;3596;1;13;302;1249,04;96,08;290
1;01/01/2011 0:00;14,05;1;979;2;281;1;2514,95;1;9;108;1146,08;143,26;281
1;01/01/2011 0:00;0;0;979;2;0;0;2529;1;9;115;1289,34;143,26;281
1;01/01/2011 0:00;27,675;3;980;2;0;0;1632,825;1;9;132;763,56;84,84;184,5
1;01/01/2011 0:00;110,7;3;980;10;0;0;1365,3;1;8;214;678,72;84,84;184,5
1;01/01/2011 0:00;0;0;981;2;188,5;1;1696,5;1;9;86;693,44;86,68;188,5
1;01/01/2011 0:00;75,4;2;981;10;0;0;1432,6;1;8;242;693,44;86,68;188,5
1;01/01/2011 0:00;19,8;2;984;2;0;0;1762,2;1;9;70;819,45;91,05;198
1;01/01/2011 0:00;9,9;1;984;2;0;0;1772,1;1;9;144;819,45;91,05;198
1;01/01/2011 0:00;11,55;1;985;2;0;0;2067,45;1;9;34;688,77;76,53;231
1;01/01/2011 0:00;184,8;4;985;10;231;1;1663,2;1;8;246;535,71;76,53;231
1;01/01/2011 0:00;25,8;4;986;2;0;0;490,2;1;4;176;237,28;59,32;129
1;01/01/2011 0:00;25,8;1;986;10;129;1;490,2;1;4;230;237,28;59,32;129
1;01/01/2011 0:00;14,8;2;988;2;0;0;577,2;1;4;184;272,24;68,06;148
1;01/01/2011 0:00;0;0;988;5;0;0;888;1;6;259;408,36;68,06;148
1;01/01/2011 0:00;8,25;1;989;2;0;0;651,75;1;4;94;303,52;75,88;165
1;01/01/2011 0:00;33;4;989;2;0;0;627;1;4;182;303,52;75,88;165
1;01/01/2011 0:00;132;4;989;10;0;0;528;1;4;218;303,52;75,88;165
1;01/01/2011 0:00;28,2;3;990;2;0;0;3355,8;1;18;70;1556,1;86,45;188
1;01/01/2011 0:00;112,8;4;990;5;0;0;2331,2;1;13;295;1123,85;86,45;188
1;01/01/2011 0:00;0;0;990;10;0;0;1504;1;8;243;691,6;86,45;188
1;01/01/2011 0:00;53,6;1;991;10;0;0;2090,4;1;8;249;710,32;88,79;268
1;01/01/2011 0:00;28,1;2;993;2;0;0;2500,9;1;9;193;1289,34;143,26;281
1;01/01/2011 0:00;56,2;4;993;2;281;1;2472,8;1;9;282;1146,08;143,26;281
1;01/01/2011 0:00;75,4;2;995;10;0;0;1432,6;1;8;212;693,44;86,68;188,5
1;01/01/2011 0:00;39,38;4;997;2;196,9;1;1732,72;1;9;126;724,4;90,55;196,9
1;01/01/2011 0:00;0;0;997;10;0;0;1575,2;1;8;243;724,4;90,55;196,9
1;01/01/2011 0:00;12,9;2;1000;2;0;0;503,1;1;4;172;237,28;59,32;129
1;01/01/2011 0:00;0;0;1001;2;0;0;1800;1;9;101;596,34;66,26;200
1;01/01/2011 0:00;120;3;1001;10;0;0;1480;1;8;247;530,08;66,26;200
1;01/01/2011 0:00;16,5;2;1003;2;0;0;643,5;1;4;17;303,52;75,88;165
1;01/01/2011 0:00;16,5;2;1003;2;0;0;643,5;1;4;117;303,52;75,88;165
1;01/01/2011 0:00;40,2;3;1005;2;0;0;2371,8;1;9;26;799,11;88,79;268
1;01/01/2011 0:00;13,4;1;1005;2;0;0;2398,6;1;9;50;799,11;88,79;268
1;01/01/2011 0:00;0;0;1005;2;0;0;2412;1;9;113;799,11;88,79;268
1;01/01/2011 0:00;43,5;3;1006;2;0;0;2566,5;1;9;30;864,72;96,08;290
1;01/01/2011 0:00;42,15;3;1007;2;0;0;2486,85;1;9;96;1289,34;143,26;281
1;01/01/2011 0:00;36,9;4;1008;2;0;0;1623,6;1;9;103;763,56;84,84;184,5
1;01/01/2011 0:00;27,675;3;1008;2;0;0;1632,825;1;9;196;763,56;84,84;184,5
1;01/01/2011 0:00;0;0;1008;10;0;0;1476;1;8;250;678,72;84,84;184,5
1;01/01/2011 0:00;9,425;1;1009;2;0;0;1687,075;1;9;161;780,12;86,68;188,5
1;01/01/2011 0:00;28,275;3;1009;2;0;0;1668,225;1;9;188;780,12;86,68;188,5
1;01/01/2011 0:00;28,035;3;1010;2;0;0;1654,065;1;9;140;773,55;85,95;186,9
1;01/01/2011 0:00;39,38;4;1011;2;0;0;1732,72;1;9;190;814,95;90,55;196,9
1;01/01/2011 0:00;59,07;2;1011;5;0;0;2500,63;1;13;278;1177,15;90,55;196,9
1;01/01/2011 0:00;39,38;1;1011;10;0;0;1535,82;1;8;218;724,4;90,55;196,9
1;01/01/2011 0:00;39,38;1;1011;10;0;0;1535,82;1;8;230;724,4;90,55;196,9
1;01/01/2011 0:00;9,9;1;1012;2;198;1;1772,1;1;9;41;728,4;91,05;198
1;01/01/2011 0:00;39,6;4;1012;2;0;0;1742,4;1;9;167;819,45;91,05;198
1;01/01/2011 0:00;0;0;1012;2;0;0;1782;1;9;198;819,45;91,05;198
1;01/01/2011 0:00;11,55;1;1013;2;0;0;4146,45;1;18;76;1377,54;76,53;231
1;01/01/2011 0:00;0;0;1013;2;0;0;4158;1;18;165;1377,54;76,53;231
1;01/01/2011 0:00;0;0;1013;10;0;0;1848;1;8;217;612,24;76,53;231
1;01/01/2011 0:00;0;0;1013;10;231;1;1848;1;8;225;535,71;76,53;231
1;01/01/2011 0:00;12,9;2;1014;2;0;0;503,1;1;4;182;237,28;59,32;129
1;01/01/2011 0:00;12,9;2;1014;2;0;0;503,1;1;4;197;237,28;59,32;129
1;01/01/2011 0:00;38,7;2;1014;5;0;0;735,3;1;6;252;355,92;59,32;129
1;01/01/2011 0:00;33;4;1017;2;0;0;627;1;4;105;303,52;75,88;165
1;01/01/2011 0:00;16,5;2;1017;2;0;0;643,5;1;4;180;303,52;75,88;165
1;01/01/2011 0:00;9,4;1;1018;2;0;0;1682,6;1;9;9;778,05;86,45;188
1;01/01/2011 0:00;18,8;2;1018;2;0;0;1673,2;1;9;50;778,05;86,45;188
1;01/01/2011 0:00;37,6;4;1018;2;188;1;1654,4;1;9;156;691,6;86,45;188
1;01/01/2011 0:00;26,8;2;1019;2;0;0;2385,2;1;9;36;799,11;88,79;268
1;01/01/2011 0:00;53,6;4;1019;2;0;0;2358,4;1;9;290;799,11;88,79;268
1;01/01/2011 0:00;120,6;3;1019;5;268;1;3363,4;1;13;259;1065,48;88,79;268
1;01/01/2011 0:00;56,2;4;1021;2;0;0;2472,8;1;9;140;1289,34;143,26;281
1;01/01/2011 0:00;42,15;1;1021;5;0;0;3610,85;1;13;294;1862,38;143,26;281
1;01/01/2011 0:00;36,9;4;1022;2;0;0;1623,6;1;9;41;763,56;84,84;184,5
1;01/01/2011 0:00;36,9;4;1022;2;0;0;1623,6;1;9;174;763,56;84,84;184,5
1;01/01/2011 0:00;0;0;1022;2;0;0;1660,5;1;9;178;763,56;84,84;184,5
1;01/01/2011 0:00;9,345;1;1024;2;0;0;1672,755;1;9;55;773,55;85,95;186,9
1;01/01/2011 0:00;28,035;3;1024;2;0;0;1654,065;1;9;89;773,55;85,95;186,9
1;01/01/2011 0:00;29,7;3;1026;2;0;0;1752,3;1;9;16;819,45;91,05;198
1;01/01/2011 0:00;9,9;1;1026;2;198;1;1772,1;1;9;68;728,4;91,05;198
1;01/01/2011 0:00;29,7;3;1026;2;0;0;1752,3;1;9;89;819,45;91,05;198
1;01/01/2011 0:00;59,4;2;1026;5;0;0;2514,6;1;13;260;1183,65;91,05;198
1;01/01/2011 0:00;12,9;2;1028;2;0;0;503,1;1;4;38;237,28;59,32;129
1;01/01/2011 0:00;77,4;3;1028;10;0;0;438,6;1;4;201;237,28;59,32;129
1;01/01/2011 0:00;7,4;1;1030;2;0;0;584,6;1;4;167;272,24;68,06;148
1;01/01/2011 0:00;160,8;3;1033;10;0;0;1983,2;1;8;202;710,32;88,79;268
1;01/01/2011 0:00;0;0;1033;10;0;0;2144;1;8;220;710,32;88,79;268
1;01/01/2011 0:00;14,5;1;1034;2;0;0;2595,5;1;9;38;864,72;96,08;290
1;01/01/2011 0:00;0;0;1034;10;0;0;2320;1;8;205;768,64;96,08;290
1;01/01/2011 0:00;42,15;3;1035;2;0;0;2486,85;1;9;36;1289,34;143,26;281
1;01/01/2011 0:00;42,15;3;1035;2;0;0;2486,85;1;9;123;1289,34;143,26;281
1;01/01/2011 0:00;56,2;4;1035;2;281;1;2472,8;1;9;196;1146,08;143,26;281
1;01/01/2011 0:00;168,6;3;1035;10;0;0;2079,4;1;8;202;1146,08;143,26;281
1;01/01/2011 0:00;112,4;2;1035;10;281;1;2135,6;1;8;218;1002,82;143,26;281
1;01/01/2011 0:00;36,9;4;1036;2;0;0;1623,6;1;9;123;763,56;84,84;184,5
1;01/01/2011 0:00;0;0;1038;2;0;0;1682,1;1;9;134;773,55;85,95;186,9
1;01/01/2011 0:00;9,845;1;1039;2;0;0;1762,255;1;9;188;814,95;90,55;196,9
1;01/01/2011 0:00;78,76;2;1039;10;0;0;1496,44;1;8;303;724,4;90,55;196,9
1;01/01/2011 0:00;19,8;2;1040;2;0;0;1762,2;1;9;40;819,45;91,05;198
1;01/01/2011 0:00;9,9;1;1040;2;0;0;1772,1;1;9;108;819,45;91,05;198
1;01/01/2011 0:00;46,2;4;1041;2;0;0;2032,8;1;9;26;688,77;76,53;231
1;01/01/2011 0:00;0;0;1041;2;0;0;2079;1;9;58;688,77;76,53;231
1;01/01/2011 0:00;46,2;1;1041;10;0;0;1801,8;1;8;249;612,24;76,53;231
1;01/01/2011 0:00;0;0;1042;2;0;0;1782;1;9;83;819,45;91,05;198
1;01/01/2011 0:00;34,65;3;1043;2;0;0;2044,35;1;9;16;688,77;76,53;231
1;01/01/2011 0:00;11,55;1;1043;2;0;0;2067,45;1;9;61;688,77;76,53;231
1;01/01/2011 0:00;0;0;1043;10;231;1;1848;1;8;218;535,71;76,53;231
1;01/01/2011 0:00;125,4;4;1044;2;0;0;5517,6;1;9;134;1869,66;207,74;627
1;01/01/2011 0:00;470,4;4;1045;10;588;1;4233,6;1;8;212;1363,74;194,82;588
1;01/01/2011 0:00;0;0;1046;2;312;1;1248;1;4;157;573,92;143,48;312
1;01/01/2011 0:00;31,2;2;1046;2;0;0;1216,8;1;4;165;573,92;143,48;312
1;01/01/2011 0:00;46,8;1;1046;5;0;0;1825,2;1;6;275;860,88;143,48;312
1;01/01/2011 0:00;124,8;2;1046;10;0;0;1123,2;1;4;211;573,92;143,48;312
1;01/01/2011 0:00;0;0;1046;10;0;0;1248;1;4;243;573,92;143,48;312
1;01/01/2011 0:00;0;0;1047;2;0;0;3042;1;9;113;1398,87;155,43;338
1;01/01/2011 0:00;50,7;3;1047;2;338;1;2991,3;1;9;126;1243,44;155,43;338
1;01/01/2011 0:00;21,35;1;1048;2;427;1;3821,65;1;9;30;1131,76;141,47;427
1;01/01/2011 0:00;64,05;3;1048;2;427;1;3778,95;1;9;42;1131,76;141,47;427
1;01/01/2011 0:00;0;0;1048;2;0;0;3843;1;9;70;1273,23;141,47;427
1;01/01/2011 0:00;21,35;1;1048;2;0;0;3821,65;1;9;113;1273,23;141,47;427
1;01/01/2011 0:00;0;0;1048;10;427;1;3416;1;8;211;990,29;141,47;427
1;01/01/2011 0:00;256,2;3;1048;10;0;0;3159,8;1;8;217;1131,76;141,47;427
1;01/01/2011 0:00;0;0;1048;10;0;0;3416;1;8;239;1131,76;141,47;427
1;01/01/2011 0:00;341,6;4;1048;10;0;0;3074,4;1;8;245;1131,76;141,47;427
1;01/01/2011 0:00;0;0;1050;2;0;0;1248;1;4;103;573,92;143,48;312
1;01/01/2011 0:00;15,6;1;1050;2;0;0;1232,4;1;4;285;573,92;143,48;312
1;01/01/2011 0:00;33,8;2;1051;2;0;0;3008,2;1;9;125;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1051;2;0;0;3008,2;1;9;180;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1051;2;0;0;3008,2;1;9;183;1398,87;155,43;338
1;01/01/2011 0:00;125,4;4;1052;2;0;0;5517,6;1;9;43;1869,66;207,74;627
1;01/01/2011 0:00;94,05;3;1052;2;0;0;5548,95;1;9;67;1869,66;207,74;627
1;01/01/2011 0:00;62,7;2;1052;2;0;0;5580,3;1;9;111;1869,66;207,74;627
1;01/01/2011 0:00;188,1;2;1052;5;627;1;7962,9;1;13;276;2492,88;207,74;627
1;01/01/2011 0:00;250,8;2;1052;10;0;0;4765,2;1;8;215;1661,92;207,74;627
1;01/01/2011 0:00;250,8;2;1052;10;627;1;4765,2;1;8;240;1454,18;207,74;627
1;01/01/2011 0:00;125,4;1;1052;10;0;0;4890,6;1;8;304;1661,92;207,74;627
1;01/01/2011 0:00;62,4;4;1054;2;0;0;1185,6;1;4;120;573,92;143,48;312
1;01/01/2011 0:00;15,6;1;1054;2;0;0;1232,4;1;4;128;573,92;143,48;312
1;01/01/2011 0:00;31,2;2;1054;2;312;1;1216,8;1;4;284;573,92;143,48;312
1;01/01/2011 0:00;33,8;2;1055;2;0;0;3008,2;1;9;69;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1055;2;0;0;3008,2;1;9;114;1398,87;155,43;338
1;01/01/2011 0:00;376,2;4;1056;5;0;0;7774,8;1;13;275;2700,62;207,74;627
1;01/01/2011 0:00;117,6;1;1057;10;588;1;4586,4;1;8;304;1363,74;194,82;588
1;01/01/2011 0:00;33,8;2;1059;2;0;0;3008,2;1;9;15;1398,87;155,43;338
1;01/01/2011 0:00;152,1;3;1059;5;0;0;4241,9;1;13;302;2020,59;155,43;338
1;01/01/2011 0:00;0;0;1059;10;0;0;2704;1;8;243;1243,44;155,43;338
1;01/01/2011 0:00;470,4;4;1061;10;0;0;4233,6;1;8;215;1558,56;194,82;588
1;01/01/2011 0:00;33,8;2;1063;2;0;0;3008,2;1;9;113;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1063;2;0;0;3008,2;1;9;130;1398,87;155,43;338
1;01/01/2011 0:00;50,7;3;1063;2;0;0;2991,3;1;9;191;1398,87;155,43;338
1;01/01/2011 0:00;0;0;1063;10;338;1;2704;1;8;240;1088,01;155,43;338
1;01/01/2011 0:00;0;0;1066;2;0;0;1248;1;4;38;573,92;143,48;312
1;01/01/2011 0:00;31,2;2;1066;2;0;0;1216,8;1;4;127;573,92;143,48;312
1;01/01/2011 0:00;249,6;4;1066;10;312;1;998,4;1;4;210;573,92;143,48;312
1;01/01/2011 0:00;124,8;2;1066;10;0;0;2371,2;1;8;235;1147,84;143,48;312
1;01/01/2011 0:00;33,8;2;1067;2;0;0;3008,2;1;9;283;1398,87;155,43;338
1;01/01/2011 0:00;135,2;2;1067;10;338;1;2568,8;1;8;244;1088,01;155,43;338
1;01/01/2011 0:00;58,8;2;1069;2;0;0;5233,2;1;9;25;1753,38;194,82;588
1;01/01/2011 0:00;0;0;1069;2;0;0;5292;1;9;124;1753,38;194,82;588
1;01/01/2011 0:00;352,8;4;1069;5;0;0;7291,2;1;13;251;2532,66;194,82;588
1;01/01/2011 0:00;33,8;2;1071;2;0;0;3008,2;1;9;55;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1071;2;0;0;3008,2;1;9;116;1398,87;155,43;338
1;01/01/2011 0:00;33,8;2;1071;2;0;0;3008,2;1;9;128;1398,87;155,43;338
1;01/01/2011 0:00;67,6;4;1071;2;0;0;2974,4;1;9;183;1398,87;155,43;338
1;01/01/2011 0:00;42,7;2;1072;2;427;1;3800,3;1;9;41;1131,76;141,47;427
1;01/01/2011 0:00;64,05;3;1072;2;0;0;3778,95;1;9;101;1273,23;141,47;427
1;01/01/2011 0:00;64,05;3;1072;2;0;0;3778,95;1;9;180;1273,23;141,47;427
1;01/01/2011 0:00;29,4;1;1073;2;0;0;5262,6;1;9;150;1753,38;194,82;588
1;01/01/2011 0:00;0;0;1074;2;0;0;1248;1;4;102;573,92;143,48;312
1;01/01/2011 0:00;187,2;3;1074;10;0;0;1060,8;1;4;231;573,92;143,48;312
1;01/01/2011 0:00;187,2;3;1074;10;0;0;1060,8;1;4;304;573,92;143,48;312
1;01/01/2011 0:00;0;0;1075;2;0;0;3042;1;9;172;1398,87;155,43;338
1;01/01/2011 0:00;152,1;3;1075;5;0;0;4241,9;1;13;294;2020,59;155,43;338
1;01/01/2011 0:00;0;0;1076;2;637;1;5733;1;9;108;1688,4;211,05;637
1;01/01/2011 0:00;0;0;1076;10;0;0;5096;1;8;226;1688,4;211,05;637
1;01/01/2011 0:00;56,8;2;1077;2;0;0;5055,2;1;9;85;1693,71;188,19;568
1;01/01/2011 0:00;28,4;1;1077;2;0;0;5083,6;1;9;128;1693,71;188,19;568
1;01/01/2011 0:00;340,8;4;1077;5;0;0;7043,2;1;13;294;2446,47;188,19;568
1;01/01/2011 0:00;0;0;1077;10;568;1;4544;1;8;225;1317,33;188,19;568
1;01/01/2011 0:00;47,1;3;1078;2;0;0;1208,9;1;4;139;577,6;144,4;314
1;01/01/2011 0:00;0;0;1078;2;0;0;1256;1;4;170;577,6;144,4;314
1;01/01/2011 0:00;47,1;3;1078;2;0;0;1208,9;1;4;172;577,6;144,4;314
1;01/01/2011 0:00;47,1;3;1078;2;0;0;1208,9;1;4;192;577,6;144,4;314
1;01/01/2011 0:00;53,7;3;1079;2;0;0;3168,3;1;9;188;1481,67;164,63;358
1;01/01/2011 0:00;96,9;3;1080;2;646;1;5717,1;1;9;10;1712,24;214,03;646
1;01/01/2011 0:00;64,6;2;1080;2;0;0;5749,4;1;9;102;1926,27;214,03;646
1;01/01/2011 0:00;96,9;3;1080;2;0;0;5717,1;1;9;290;1926,27;214,03;646
1;01/01/2011 0:00;85,2;3;1081;2;568;1;5026,8;1;9;47;1505,52;188,19;568
1;01/01/2011 0:00;113,6;4;1081;2;0;0;4998,4;1;9;125;1693,71;188,19;568
1;01/01/2011 0:00;85,2;3;1081;2;0;0;5026,8;1;9;135;1693,71;188,19;568
1;01/01/2011 0:00;71,6;1;1083;10;0;0;2792,4;1;8;217;1317,04;164,63;358
1;01/01/2011 0:00;71,6;1;1083;10;0;0;2792,4;1;8;305;1317,04;164,63;358
1;01/01/2011 0:00;32,3;1;1084;2;0;0;5781,7;1;9;130;1926,27;214,03;646
1;01/01/2011 0:00;32,3;1;1084;2;0;0;5781,7;1;9;142;1926,27;214,03;646
1;01/01/2011 0:00;32,3;1;1084;2;0;0;5781,7;1;9;157;1926,27;214,03;646
1;01/01/2011 0:00;96,9;3;1084;2;0;0;11531,1;1;18;161;3852,54;214,03;646
1;01/01/2011 0:00;56,8;2;1085;2;0;0;5055,2;1;9;167;1693,71;188,19;568
1;01/01/2011 0:00;0;0;1085;2;0;0;5112;1;9;178;1693,71;188,19;568
1;01/01/2011 0:00;71,6;4;1087;2;0;0;3150,4;1;9;34;1481,67;164,63;358
1;01/01/2011 0:00;53,7;3;1087;2;0;0;3168,3;1;9;117;1481,67;164,63;358
1;01/01/2011 0:00;107,4;2;1087;5;0;0;4546,6;1;13;292;2140,19;164,63;358
1;01/01/2011 0:00;53,7;1;1087;5;0;0;4600,3;1;13;300;2140,19;164,63;358
1;01/01/2011 0:00;100,95;3;1088;2;0;0;5956,05;1;9;121;2006,82;222,98;673
1;01/01/2011 0:00;0;0;1088;2;0;0;6057;1;9;157;2006,82;222,98;673
1;01/01/2011 0:00;134,6;4;1088;2;0;0;5922,4;1;9;167;2006,82;222,98;673
1;01/01/2011 0:00;269,2;2;1088;10;0;0;5114,8;1;8;201;1783,84;222,98;673
1;01/01/2011 0:00;85,2;3;1089;2;0;0;5026,8;1;9;36;1693,71;188,19;568
1;01/01/2011 0:00;85,2;3;1089;2;0;0;5026,8;1;9;63;1693,71;188,19;568
1;01/01/2011 0:00;0;0;1089;2;0;0;5112;1;9;128;1693,71;188,19;568
1;01/01/2011 0:00;56,8;2;1089;2;0;0;5055,2;1;9;197;1693,71;188,19;568
1;01/01/2011 0:00;340,8;3;1089;10;0;0;4203,2;1;8;207;1505,52;188,19;568
1;01/01/2011 0:00;227,2;2;1089;10;0;0;4316,8;1;8;209;1505,52;188,19;568
1;01/01/2011 0:00;99,6;2;1090;5;0;0;4216,4;1;13;267;1984,84;152,68;332
1;01/01/2011 0:00;66,4;1;1090;10;0;0;2589,6;1;8;214;1221,44;152,68;332
1;01/01/2011 0:00;100,95;3;1092;2;0;0;5956,05;1;9;178;2006,82;222,98;673
1;01/01/2011 0:00;66,4;4;1094;2;0;0;2921,6;1;9;85;1374,12;152,68;332
1;01/01/2011 0:00;0;0;1094;5;332;1;4316;1;13;298;1832,16;152,68;332
1;01/01/2011 0:00;0;0;1096;10;0;0;5056;1;8;219;1675,12;209,39;632
1;01/01/2011 0:00;35,8;2;1099;2;0;0;3186,2;1;9;138;1481,67;164,63;358
1;01/01/2011 0:00;53,7;3;1099;2;0;0;3168,3;1;9;167;1481,67;164,63;358
1;01/01/2011 0:00;63,2;2;1100;2;0;0;5624,8;1;9;93;1884,51;209,39;632
1;01/01/2011 0:00;0;0;1100;2;0;0;5688;1;9;134;1884,51;209,39;632
1;01/01/2011 0:00;189,6;2;1100;5;632;1;8026,4;1;13;281;2512,68;209,39;632
1;01/01/2011 0:00;34,3;2;1102;2;0;0;3052,7;1;9;27;1419,57;157,73;343
1;01/01/2011 0:00;0;0;1102;5;343;1;4459;1;13;268;1892,76;157,73;343
1;01/01/2011 0:00;68,6;1;1102;10;0;0;2675,4;1;8;238;1261,84;157,73;343
1;01/01/2011 0:00;64,05;3;1104;2;0;0;3778,95;1;9;15;1273,23;141,47;427
1;01/01/2011 0:00;21,35;1;1104;2;0;0;3821,65;1;9;35;1273,23;141,47;427
1;01/01/2011 0:00;85,4;4;1104;2;0;0;3757,6;1;9;134;1273,23;141,47;427
1;01/01/2011 0:00;0;0;1104;10;0;0;3416;1;8;232;1131,76;141,47;427
1;01/01/2011 0:00;256,2;3;1104;10;0;0;3159,8;1;8;235;1131,76;141,47;427
1;01/01/2011 0:00;85,4;1;1104;10;0;0;3330,6;1;8;250;1131,76;141,47;427
1;01/01/2011 0:00;28,4;1;1105;2;0;0;5083,6;1;9;120;1693,71;188,19;568
1;01/01/2011 0:00;0;0;1106;2;322;1;1288;1;4;94;592,32;148,08;322
1;01/01/2011 0:00;32,2;2;1106;2;0;0;1255,8;1;4;155;592,32;148,08;322
1;01/01/2011 0:00;0;0;1106;2;0;0;1288;1;4;172;592,32;148,08;322
1;01/01/2011 0:00;144,9;3;1106;5;0;0;1787,1;1;6;268;888,48;148,08;322
1;01/01/2011 0:00;257,6;4;1106;10;0;0;1030,4;1;4;249;592,32;148,08;322
1;01/01/2011 0:00;31,45;1;1108;2;0;0;5629,55;1;9;27;1875,6;208,4;629
1;01/01/2011 0:00;0;0;1108;2;0;0;5661;1;9;34;1875,6;208,4;629
1;01/01/2011 0:00;62,9;2;1108;2;0;0;5598,1;1;9;47;1875,6;208,4;629
1;01/01/2011 0:00;31,45;1;1108;2;0;0;5629,55;1;9;85;1875,6;208,4;629
1;01/01/2011 0:00;0;0;1109;10;436,2;1;3489,6;1;8;244;1011,64;144,52;436,2
1;01/01/2011 0:00;30,2;2;1110;2;302;1;1177,8;1;4;163;555,52;138,88;302
1;01/01/2011 0:00;90,6;2;1110;5;302;1;1721,4;1;6;257;833,28;138,88;302
1;01/01/2011 0:00;181,2;3;1110;10;0;0;1630,8;1;6;297;833,28;138,88;302
1;01/01/2011 0:00;49,2;3;1111;2;0;0;1262,8;1;4;34;603,36;150,84;328
1;01/01/2011 0:00;0;0;1111;2;0;0;1312;1;4;78;603,36;150,84;328
1;01/01/2011 0:00;32,8;2;1111;2;0;0;1279,2;1;4;113;603,36;150,84;328
1;01/01/2011 0:00;16,4;1;1111;2;0;0;1295,6;1;4;127;603,36;150,84;328
1;01/01/2011 0:00;49,2;3;1111;2;0;0;1262,8;1;4;130;603,36;150,84;328
1;01/01/2011 0:00;131,2;2;1111;10;0;0;1180,8;1;4;214;603,36;150,84;328
1;01/01/2011 0:00;64,5;2;1112;2;0;0;5740,5;1;9;147;1923,3;213,7;645
1;01/01/2011 0:00;96,75;3;1112;2;0;0;5708,25;1;9;283;1923,3;213,7;645
1;01/01/2011 0:00;387;3;1112;10;0;0;4773;1;8;233;1709,6;213,7;645
1;01/01/2011 0:00;33,4;2;1114;2;0;0;2972,6;1;9;81;1382,31;153,59;334
1;01/01/2011 0:00;16,7;1;1114;2;0;0;2989,3;1;9;172;1382,31;153,59;334
1;01/01/2011 0:00;0;0;1116;2;0;0;5805;1;9;10;1923,3;213,7;645
1;01/01/2011 0:00;64,5;2;1116;2;0;0;5740,5;1;9;182;1923,3;213,7;645
1;01/01/2011 0:00;258;2;1116;10;0;0;4902;1;8;263;1709,6;213,7;645
1;01/01/2011 0:00;43,62;2;1117;2;436,2;1;3882,18;1;9;41;1156,16;144,52;436,2
