BrandName;ClassName;Manufacturer;ProductDescription;ProductKey;ProductName;ProductSubcategoryKey;UnitCost;UnitPrice
Contoso;Deluxe;Contoso, Ltd;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;1326;Contoso Centrex Phone System L10 Black;29;14,24;42,99
Contoso;Deluxe;Contoso, Ltd;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;1359;Contoso Centrex Phone System L10 White;29;14,24;42,99
Contoso;Deluxe;Contoso, Ltd;5.8 GHz frequency that won't interfere with wireless networks, caller ID/Call waiting compatible with memory for last 45 callers;1392;Contoso Centrex Phone System L10 Grey;29;14,24;42,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1649;Contoso DVD 14-Inch Player Portable L100 Black;35;86,14;259,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1650;Contoso DVD 15-Inch Player Portable L200 Black;35;96,08;289,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1654;Contoso DVD 14-Inch Player Portable L100 Silver;35;86,14;259,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1655;Contoso DVD 15-Inch Player Portable L200 Silver;35;96,08;289,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1659;Contoso DVD 14-Inch Player Portable L100 White;35;86,14;259,99
Contoso;Deluxe;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1660;Contoso DVD 15-Inch Player Portable L200 White;35;96,08;289,99
Contoso;Deluxe;Contoso, Ltd;70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras;1290;Contoso Macro Zoom Lens X300 Silver;28;121,45;366,55
Contoso;Deluxe;Contoso, Ltd;70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras;1291;Contoso Macro Zoom Lens X300 White;28;121,45;366,55
Contoso;Deluxe;Contoso, Ltd;70-300mm macro lens with f/4-5.6 maximum aperture for digital or 35mm cameras;1292;Contoso Macro Zoom Lens X300 Black;28;121,45;366,55
Contoso;Deluxe;Contoso, Ltd;Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort;850;Contoso Laptop Keyboard X105 Black;22;76,5;230,9
Contoso;Deluxe;Contoso, Ltd;Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort;851;Contoso Laptop Keyboard X105 White;22;76,5;230,9
Contoso;Deluxe;Contoso, Ltd;Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort;852;Contoso Laptop Keyboard X105 Brown;22;76,5;230,9
Contoso;Deluxe;Contoso, Ltd;Beauty designed, wireless keyboard, combines easily with notebook to help improved comfort;853;Contoso Laptop Keyboard X105 Silver;22;76,5;230,9
Contoso;Deluxe;Contoso, Ltd;Business Speakerphone built into base, headset jack for hands-free operation with optional headset;1343;Contoso Integrated Business Phone L08 Black;29;10,27;31
Contoso;Deluxe;Contoso, Ltd;Business Speakerphone built into base, headset jack for hands-free operation with optional headset;1376;Contoso Integrated Business Phone L08 White;29;10,27;31
Contoso;Deluxe;Contoso, Ltd;Compact 3x zoom lens covering the most frequently used focal range;1080;Contoso SLR Camera X143 Silver;24;214,03;646
Contoso;Deluxe;Contoso, Ltd;Digital camera - SLR with live view mode;1096;Contoso SLR Camera X145 Pink;24;209,39;632
Contoso;Deluxe;Contoso, Ltd;Digital camera - SLR with live view mode, 5.8 in x 2.9 in x 4.5 in, 1.8 lbs;1092;Contoso SLR Camera X144 Gold;24;222,98;673
Contoso;Deluxe;Contoso, Ltd;Digital camera - SLR with live view mode, movie recording, 5.1 in x 2.4 in x 3.9 in, 16.9 oz;1100;Contoso SLR Camera X145 Blue;24;209,39;632
Contoso;Deluxe;Contoso, Ltd;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;1622;Contoso DVD Recorder L200 Black;35;72,56;219
Contoso;Deluxe;Contoso, Ltd;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;1623;Contoso DVD Recorder L210 Silver;35;72,56;219
Contoso;Deluxe;Contoso, Ltd;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;1624;Contoso DVD Recorder L220 White;35;72,56;219
Contoso;Deluxe;Contoso, Ltd;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;1625;Contoso DVD Recorder L230 Grey;35;72,56;219
Contoso;Deluxe;Contoso, Ltd;DVD and VHS recorder with two way dubbing, records -R/-RW, +R/+RW formats;1626;Contoso DVD Recorder L240 Gold;35;72,56;219
Contoso;Deluxe;Contoso, Ltd;Dynamic integrated dust reduction system;1088;Contoso SLR Camera X144 Silver Grey;24;222,98;673
Contoso;Deluxe;Contoso, Ltd;Fast startup and split-second shutter response, shoot continuously at up to 3 frames per second;1084;Contoso SLR Camera X143 Grey;24;214,03;646
Contoso;Deluxe;Contoso, Ltd;LCD screen for viewing contacts, compatible with PCs, plug into USB port for use;1328;Contoso behind Centrex X15 Black;29;16,56;49,99
Contoso;Deluxe;Contoso, Ltd;LCD screen for viewing contacts, compatible with PCs, plug into USB port for use;1361;Contoso Behind Centrex X15 White;29;16,56;49,99
Contoso;Deluxe;Contoso, Ltd;LCD screen for viewing contacts, compatible with PCs, plug into USB port for use;1394;Contoso behind Centrex X15 Grey;29;16,56;49,99
Contoso;Deluxe;Contoso, Ltd;Leather Case - case for digital photo camera;764;Contoso Leather Case - case for digital photo camera X20 Black;22;13,22;39,9
Contoso;Deluxe;Contoso, Ltd;Leather case for digital photo camera;799;Contoso Leather Case - case for digital photo camera X20 White;22;13,22;39,9
Contoso;Deluxe;Contoso, Ltd;Leather case for digital photo camera;829;Contoso Leather Case - case for digital photo camera X20 Grey;22;13,22;39,9
Contoso;Deluxe;Contoso, Ltd;Lighted keypad, caller ID, 3-way conferencing, expandable up to 6 handsets;1327;Contoso In front of Centrex L15 Black;29;15,57;46,99
Contoso;Deluxe;Contoso, Ltd;Lighted keypad, caller ID, 3-way conferencing, expandable up to 6 handsets;1360;Contoso In front of Centrex L15 White;29;15,57;46,99
Contoso;Deluxe;Contoso, Ltd;Lighted keypad, caller ID,3-way conferencing ,expandable up to 6 handsets;1393;Contoso In front of Centrex L15 Grey;29;15,57;46,99
Contoso;Deluxe;Contoso, Ltd;On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway;1076;Contoso SLR Camera X142 Black;24;211,05;637
Contoso;Deluxe;Contoso, Ltd;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;2512;Contoso Bluetooth Active Headphones L15 Black;33;43,07;129,99
Contoso;Deluxe;Contoso, Ltd;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;2513;Contoso Bluetooth Active Headphones L15 Red;33;43,07;129,99
Contoso;Deluxe;Contoso, Ltd;Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours;2514;Contoso Bluetooth Active Headphones L15 White;33;43,07;129,99
Contoso;Deluxe;Contoso, Ltd;Primary extended capacity battery pack - notebook battery;762;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Black;22;11,23;33,9
Contoso;Deluxe;Contoso, Ltd;Primary extended capacity battery pack - notebook battery;797;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 White;22;11,23;33,9
Contoso;Deluxe;Contoso, Ltd;Primary extended capacity battery pack - notebook battery;827;Contoso Primary Extended Capacity Battery Pack - notebook battery X100 Grey;22;11,23;33,9
Contoso;Deluxe;Contoso, Ltd;Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits;1342;Contoso Integrated Business Phone With card L10 Black;29;13,92;42
Contoso;Deluxe;Contoso, Ltd;Receiver volume control, 32-digit redials, 12 memory-dialing presets, up to 21 digits;1375;Contoso Integrated Business Phone With card L10 White;29;13,92;42
Contoso;Deluxe;Contoso, Ltd;Store your CDs or DVDs in these beautiful binders, designed to look like books;1630;Contoso DVD 60 DVD Storage Binder L20 Black;35;7,58;22,89
Contoso;Deluxe;Contoso, Ltd;Store your CDs or DVDs in these beautiful binders, designed to look like books;1635;Contoso DVD 60 DVD Storage Binder L20 Silver;35;7,58;22,89
Contoso;Deluxe;Contoso, Ltd;Store your CDs or DVDs in these beautiful binders, designed to look like books;1640;Contoso DVD 60 DVD Storage Binder L20 Red;35;7,58;22,89
Contoso;Deluxe;Contoso, Ltd;Telephoto conversion Lens for compatible cyber shot digital cameras;1293;Contoso Telephoto Conversion Lens X400 Silver;28;197,14;595
Contoso;Deluxe;Contoso, Ltd;Telephoto conversion Lens for compatible cyber shot digital cameras;1294;Contoso Telephoto Conversion Lens X400 White;28;197,14;595
Contoso;Deluxe;Contoso, Ltd;Telephoto conversion Lens for compatible cyber shot digital cameras;1295;Contoso Telephoto Conversion Lens X400 Black;28;197,14;595
Contoso;Deluxe;Contoso, Ltd;Transceiver-free wireless connection to your PC with Bluetooth Technology;883;Contoso Bluetooth Notebook Mouse X305 Black;22;49,7;150
Contoso;Deluxe;Contoso, Ltd;Transceiver-free wireless connection to your PC with Bluetooth Technology;884;Contoso Bluetooth Notebook Mouse X305 White;22;49,7;150
Contoso;Deluxe;Contoso, Ltd;Transceiver-free wireless connection to your PC with Bluetooth Technology;885;Contoso Bluetooth Notebook Mouse X305 Silver;22;49,7;150
Contoso;Deluxe;Contoso, Ltd;Transceiver-free wireless connection to your PC with Bluetooth Technology;886;Contoso Bluetooth Notebook Mouse X305 Grey;22;49,7;150
Contoso;Deluxe;Contoso, Ltd;Wireless notebook mouse, long battery life, convenient snap-in receiver;874;Contoso Wireless Notebook Optical Mouse X205 Black;22;43,06;129,95
Contoso;Deluxe;Contoso, Ltd;Wireless notebook mouse, long battery life, convenient snap-in receiver;875;Contoso Wireless Notebook Optical Mouse X205 White;22;43,06;129,95
Contoso;Deluxe;Contoso, Ltd;Wireless notebook mouse, long battery life, convenient snap-in receiver;876;Contoso Wireless Notebook Optical Mouse X205 Blue;22;43,06;129,95
Contoso;Deluxe;Contoso, Ltd;Wireless notebook mouse, long battery life, convenient snap-in receiver;877;Contoso Wireless Notebook Optical Mouse X205 Silver;22;43,06;129,95
Contoso;Deluxe;Contoso, Ltd;Wireless notebook mouse, long battery life, convenient snap-in receiver;878;Contoso Wireless Notebook Optical Mouse X205 Orange;22;43,06;129,95
Contoso;Economy;Contoso, Ltd;1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG;12;Contoso 4GB Flash MP3 Player E401 Blue;1;35,72;77,68
Contoso;Economy;Contoso, Ltd;1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG;13;Contoso 4GB Flash MP3 Player E401 Black;1;35,72;77,68
Contoso;Economy;Contoso, Ltd;1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG;14;Contoso 4GB Flash MP3 Player E401 Silver;1;35,72;77,68
Contoso;Economy;Contoso, Ltd;1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG;15;Contoso 4GB Flash MP3 Player E401 White;1;35,72;77,68
Contoso;Economy;Contoso, Ltd;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;585;Contoso Screen 85in E085 Black;19;70,87;139
Contoso;Economy;Contoso, Ltd;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;597;Contoso Screen 85in E085 White;19;70,87;139
Contoso;Economy;Contoso, Ltd;1:1 aspect ratio-85in, enjoy fast, easy setup with the innovative, patent-pending design;609;Contoso Screen 85in E085 Silver;19;70,87;139
Contoso;Economy;Contoso, Ltd;16:9 aspect ratio-100in, designed for wall or ceiling installation;596;Contoso Screen 100in E010 White;19;62,95;190
Contoso;Economy;Contoso, Ltd;16:9 aspect ratio-100in, designed for wall or ceiling installation;608;Contoso Screen 100in E010 Silver;19;62,95;190
Contoso;Economy;Contoso, Ltd;16:9 aspect ratios - 100in, designed for wall or ceiling installation;584;Contoso Screen 100in E010 Black;19;62,95;190
Contoso;Economy;Contoso, Ltd;16-minute all-digital answering system, wireless network friendly;1318;Contoso 3 Handset Cordless Phone System  E30 Black;29;8,66;16,99
Contoso;Economy;Contoso, Ltd;16-minute all-digital answering system, wireless network friendly;1351;Contoso 3 Handset Cordless Phone System E30 White;29;8,66;16,99
Contoso;Economy;Contoso, Ltd;16-minute all-digital answering system, wireless network friendly;1384;Contoso 3 Handset Cordless Phone System E30 Grey;29;8,66;16,99
Contoso;Economy;Contoso, Ltd;1GB flash memory and USB driver plays MP3 and WMA;3;Contoso 1G MP3 Player E100 White;1;7,4;14,52
Contoso;Economy;Contoso, Ltd;1-line operation, LCD display - monochrome;1316;Contoso Single-line phones E10 Black;29;5,09;9,99
Contoso;Economy;Contoso, Ltd;1-line operation, LCD display - monochrome;1349;Contoso Single-line phones E10 White;29;5,09;9,99
Contoso;Economy;Contoso, Ltd;1-line operation, LCD display - monochrome;1382;Contoso Single-line phones E10 Grey;29;5,09;9,99
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, includes 2 front speakers;249;Contoso Home Theater System 2.1 Channel E1220 Black;11;101,46;199
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, includes 2 front speakers;262;Contoso Home Theater System 2.1 Channel E1220 Silver;11;101,46;199
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, includes 2 front speakers;275;Contoso Home Theater System 2.1 Channel E1220 White;11;101,46;199
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, includes 2 front speakers;288;Contoso Home Theater System 2.1 Channel E1220 Brown;11;101,46;199
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, total power: 400 watts;253;Contoso Home Theater System 2.1 Channel E1200 Silver;11;152,44;299
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system, total power: 400 watts;266;Contoso Home Theater System 2.1 Channel E1200 White;11;152,44;299
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system. Total power: 400 watts;240;Contoso Home Theater System 2.1 Channel E1200 Black;11;152,44;299
Contoso;Economy;Contoso, Ltd;2.1 channel home theater system. Total power: 400 watts;279;Contoso Home Theater System 2.1 Channel E1200 Brown;11;152,44;299
Contoso;Economy;Contoso, Ltd;2GB flash memory, LCD display, plays MP3 and WMA;4;Contoso 2G MP3 Player E200 Silver;1;11;21,57
Contoso;Economy;Contoso, Ltd;2GB flash memory, LCD display, plays MP3 and WMA;5;Contoso 2G MP3 Player E200 Red;1;11;21,57
Contoso;Economy;Contoso, Ltd;2GB flash memory, LCD display, plays MP3 and WMA;6;Contoso 2G MP3 Player E200 Black;1;11;21,57
Contoso;Economy;Contoso, Ltd;2GB flash memory, LCD display, plays MP3 and WMA;7;Contoso 2G MP3 Player E200 Blue;1;11;21,57
Contoso;Economy;Contoso, Ltd;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;8;Contoso 4G MP3 Player E400 Silver;1;30,58;59,99
Contoso;Economy;Contoso, Ltd;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;9;Contoso 4G MP3 Player E400 Black;1;30,58;59,99
Contoso;Economy;Contoso, Ltd;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;10;Contoso 4G MP3 Player E400 Green;1;30,58;59,99
Contoso;Economy;Contoso, Ltd;4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA;11;Contoso 4G MP3 Player E400 Orange;1;30,58;59,99
Contoso;Economy;Contoso, Ltd;512MB USB driver plays MP3 and WMA;1;Contoso 512MB MP3 Player E51 Silver;1;6,62;12,99
Contoso;Economy;Contoso, Ltd;512MB USB driver plays MP3 and WMA;2;Contoso 512MB MP3 Player E51 Blue;1;6,62;12,99
Contoso;Economy;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1648;Contoso DVD 7-Inch Player Portable E200 Black;35;56,08;109,99
Contoso;Economy;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1653;Contoso DVD 7-Inch Player Portable E200 Silver;35;56,08;109,99
Contoso;Economy;Contoso, Ltd;6-hour rechargeable battery, 180-degree swivel and flip screen;1658;Contoso DVD 7-Inch Player Portable E200 White;35;56,08;109,99
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 1;768;Contoso ADSL Modem Splitter/Filter X 1 E100 Black;22;9,13;17,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 1;803;Contoso ADSL Modem Splitter/Filter X 1 E100 White;22;9,13;17,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 1;833;Contoso ADSL Modem Splitter/Filter X 1 E100 Grey;22;9,13;17,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 2;769;Contoso ADSL Modem Splitter/Filter X 2 E200 Black;22;11,68;22,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 2;804;Contoso ADSL Modem Splitter/Filter X 2 E200 White;22;11,68;22,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 2;834;Contoso ADSL Modem Splitter/Filter X 2 E200 Grey;22;11,68;22,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 3;770;Contoso ADSL Modem Splitter/Filter X 3 E300 Black;22;26,97;52,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 3;805;Contoso ADSL Modem Splitter/Filter X 3 E300 White;22;26,97;52,9
Contoso;Economy;Contoso, Ltd;ADSL modem splitter/filter X 3;835;Contoso ADSL Modem Splitter/Filter X 3 E300 Grey;22;26,97;52,9
Contoso;Economy;Contoso, Ltd;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;870;Contoso Wireless Laser Mouse E50 Black;22;10,69;20,96
Contoso;Economy;Contoso, Ltd;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;871;Contoso Wireless Laser Mouse E50 White;22;10,69;20,96
Contoso;Economy;Contoso, Ltd;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;872;Contoso Wireless Laser Mouse E50 Silver;22;10,69;20,96
Contoso;Economy;Contoso, Ltd;Advanced 2.4 GHz cordless technology makes freedom, hyper-fast scrolling, laser, and cursor control on virtually any surface;873;Contoso Wireless Laser Mouse E50 Grey;22;10,69;20,96
Contoso;Economy;Contoso, Ltd;Allows the adapter to be used with stereo headphones that also have integrated microphone functionality;2495;Headphone Adapter for Contoso Phone E130 Black;33;5,09;9,99
Contoso;Economy;Contoso, Ltd;Allows the adapter to be used with stereo headphones that also have integrated microphone functionality;2496;Headphone Adapter for Contoso Phone E130 Silver;33;5,09;9,99
Contoso;Economy;Contoso, Ltd;Allows the adapter to be used with stereo headphones that also have integrated microphone functionality;2497;Headphone Adapter for Contoso Phone E130 White;33;5,09;9,99
Contoso;Economy;Contoso, Ltd;Attaches lens cap to the lens, to avoid losing it;1270;Contoso Lens Cap Keeper E314 Pink;28;3,54;6,95
Contoso;Economy;Contoso, Ltd;Attaches lens cap to the lens, to avoid losing it;1271;Contoso Lens Cap Keeper E314 Yellow;28;3,54;6,95
Contoso;Economy;Contoso, Ltd;Attaches lens cap to the lens, to avoid losing it;1272;Contoso Lens Cap Keeper E314 White;28;3,54;6,95
Contoso;Economy;Contoso, Ltd;Attaches lens cap to the lens, to avoid losing it;1273;Contoso Lens Cap Keeper E314 Silver;28;3,54;6,95
Contoso;Economy;Contoso, Ltd;Bottom flaps up for docking, rugged rubber case;2498;Contoso Phone Tough Skin Case E140 Black;33;12,09;23,72
Contoso;Economy;Contoso, Ltd;Bottom flaps up for docking, rugged rubber case;2499;Contoso Phone Tough Skin Case E140 White;33;12,09;23,72
Contoso;Economy;Contoso, Ltd;Bottom flaps up for docking, rugged rubber case;2500;Contoso Phone Tough Skin Case E140 Silver;33;12,09;23,72
Contoso;Economy;Contoso, Ltd;Bottom flaps up for docking, rugged rubber case;2501;Contoso Phone Tough Skin Case E140 Pink;33;12,09;23,72
Contoso;Economy;Contoso, Ltd;Cables to go USB 2.0 hard drive enclosure;772;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Cables to go USB 2.0 hard drive enclosure;807;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Cables to go USB 2.0 hard drive enclosure;837;Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Grey;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack;846;Contoso Ultraportable Neoprene Sleeve E30 Black;22;7,95;15,6
Contoso;Economy;Contoso, Ltd;Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack;847;Contoso Ultraportable Neoprene Sleeve E30 Pink;22;7,95;15,6
Contoso;Economy;Contoso, Ltd;Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack;848;Contoso Ultraportable Neoprene Sleeve E30 Yellow;22;7,95;15,6
Contoso;Economy;Contoso, Ltd;Compact neoprene sleeve transport mini laptop or DVD player in any briefcase, messenger bag or backpack;849;Contoso Ultraportable Neoprene Sleeve E30 Green;22;7,95;15,6
Contoso;Economy;Contoso, Ltd;Connects Cyber-shot camera to most other compatible products, includes video, audio and USB out, plus it connects to your power supply;1260;Contoso Multi-Use Terminal Cable E308 Silver;28;18,86;36,99
Contoso;Economy;Contoso, Ltd;Connects Cyber-shot camera to most other compatible products, includes video, audio and USB out, plus it connects to your power supply;1261;Contoso Multi-Use Terminal Cable E308 White;28;18,86;36,99
Contoso;Economy;Contoso, Ltd;Connects Cyber-shot camera to most other compatible products, includes video, audio and USB out, plus it connects to your power supply;1262;Contoso Multi-Use Terminal Cable E308 Black;28;18,86;36,99
Contoso;Economy;Contoso, Ltd;Continuous shooting up to 5 frames per second;1086;Contoso SLR Camera M143 Grey;24;139,8;304
Contoso;Economy;Contoso, Ltd;Designed for new modular, different location without;2515;Contoso In-Line Coupler E180 White;33;1,71;3,35
Contoso;Economy;Contoso, Ltd;Designed for new modular, different location without;2516;Contoso In-Line Coupler E180 Black;33;1,71;3,35
Contoso;Economy;Contoso, Ltd;Designed for new modular, different location without;2517;Contoso In-Line Coupler E180 Silver;33;1,71;3,35
Contoso;Economy;Contoso, Ltd;Desktop alternative bundle;751;Contoso Desktop Alternative Bundle E200 Black;22;5,86;11,5
Contoso;Economy;Contoso, Ltd;Desktop alternative bundle;786;Contoso Desktop Alternative Bundle E200 White;22;5,86;11,5
Contoso;Economy;Contoso, Ltd;Desktop alternative bundle;816;Contoso Desktop Alternative Bundle E200 Grey;22;5,86;11,5
Contoso;Economy;Contoso, Ltd;Digital camera – SLR, 5.2 in x 2.8 in x 3.7 in, 19.2 oz;1106;Contoso SLR Camera M146 Orange;24;148,08;322
Contoso;Economy;Contoso, Ltd;Dual handset cordless phone system with answering system;1317;Contoso Dual Handset Cordless Phone System  E20 Black;29;6,62;12,99
Contoso;Economy;Contoso, Ltd;Dual handset cordless phone system with answering system;1350;Contoso Dual Handset Cordless Phone System E20 White;29;6,62;12,99
Contoso;Economy;Contoso, Ltd;Dual handset cordless phone system with answering system;1383;Contoso Dual Handset Cordless Phone System E20 Grey;29;6,62;12,99
Contoso;Economy;Contoso, Ltd;Dual USB power adapter - power adapter;744;Contoso Dual USB Power Adapter - power adapter E300 Black;22;20,34;39,9
Contoso;Economy;Contoso, Ltd;Dual USB power adapter - power adapter;779;Contoso Dual USB Power Adapter - power adapter E300 White;22;20,34;39,9
Contoso;Economy;Contoso, Ltd;Dual USB power adapter - power adapter;809;Contoso Dual USB Power Adapter - power adapter E300 Grey;22;20,34;39,9
Contoso;Economy;Contoso, Ltd;Enhanced capacity battery adapter;759;Contoso 90W AC/DC Power Adapter E300 Black;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Enhanced capacity battery adapter;794;Contoso 90W AC/DC Power Adapter E300 White;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Enhanced capacity battery adapter;824;Contoso 90W AC/DC Power Adapter E300 Grey;22;6,07;11,9
Contoso;Economy;Contoso, Ltd;Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches;2494;Reusable Phone Screen Protector E120;33;1,5;2,94
Contoso;Economy;Contoso, Ltd;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;1286;Contoso Genuine Leather Grip Belt E322 Black;28;39,76;77,99
Contoso;Economy;Contoso, Ltd;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;1287;Contoso Genuine Leather Grip Belt E322 White;28;39,76;77,99
Contoso;Economy;Contoso, Ltd;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;1288;Contoso Genuine Leather Grip Belt E322 Silver;28;39,76;77,99
Contoso;Economy;Contoso, Ltd;Fits any system DSLR camera: The grip belt fastens simply and snugly to any system DSLR;1289;Contoso Genuine Leather Grip Belt E322 Grey;28;39,76;77,99
Contoso;Economy;Contoso, Ltd;Fully charges an NP-BG1 battery in approximately 1.5 hours;1250;Contoso Travel Charger for S-Series Battery E302 Silver;28;30,58;59,99
Contoso;Economy;Contoso, Ltd;Fully charges an NP-BG1 battery in approximately 1.5 hours;1251;Contoso Travel Charger for S-Series Battery E302 Black;28;30,58;59,99
Contoso;Economy;Contoso, Ltd;Fully charges an NP-BG1 battery in approximately 1.5 hours;1252;Contoso Travel Charger for S-Series Battery E302 White;28;30,58;59,99
Contoso;Economy;Contoso, Ltd;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;1253;Contoso General Carrying Case E304 Silver;28;10,19;19,99
Contoso;Economy;Contoso, Ltd;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;1254;Contoso General Carrying Case E304 Black;28;10,19;19,99
Contoso;Economy;Contoso, Ltd;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;1255;Contoso General Carrying Case E304 White;28;10,19;19,99
Contoso;Economy;Contoso, Ltd;General carrying case for compatible cyber shot digital camera, protect camera from occasional bumps and bruises;1256;Contoso General Carrying Case E304 Blue;28;10,19;19,99
Contoso;Economy;Contoso, Ltd;General purpose soft carrying case for slim cyber shot digital cameras;1278;Contoso General Soft Carrying Case E318 Blue;28;7,64;14,99
Contoso;Economy;Contoso, Ltd;General purpose soft carrying case for slim cyber shot digital cameras;1279;Contoso General Soft Carrying Case E318 Black;28;7,64;14,99
Contoso;Economy;Contoso, Ltd;General purpose soft carrying case for slim cyber shot digital cameras;1280;Contoso General Soft Carrying Case E318 Silver;28;7,64;14,99
Contoso;Economy;Contoso, Ltd;General purpose soft carrying case for slim cyber shot digital cameras;1281;Contoso General Soft Carrying Case E318 White;28;7,64;14,99
Contoso;Economy;Contoso, Ltd;Goal is to enhance your lifestyle by offering innovative and quality products, as well as continuing to listen and respond to its customers;748;Contoso Education Supplies Bundle E200 Black;22;6,88;13,5
Contoso;Economy;Contoso, Ltd;Goal is to enhance your lifestyle by offering innovative and quality products, as well as continuing to listen and respond to its customers;783;Contoso Education Supplies Bundle E200 White;22;6,88;13,5
Contoso;Economy;Contoso, Ltd;Goal is to enhance your lifestyle by offering innovative and quality products, as well as continuing to listen and respond to its customers;813;Contoso Education Supplies Bundle E200 Grey;22;6,88;13,5
Contoso;Economy;Contoso, Ltd;Home/office laptop power adapter;755;Contoso Home/Office Laptop Power Adapter E300 Black;22;13;25,5
Contoso;Economy;Contoso, Ltd;Home/office laptop power adapter;790;Contoso Home/Office Laptop Power Adapter E300 White;22;13;25,5
