Order ID,Order Date,Ship Date,Country,State,Postal Code,Region,Catedory,Sub-Category,Product name,Sales,Quantity,Discount,Profit,Unnamed: 14,Unnamed: 15,Unnamed: 16
1030,03/07/2020,04/07/2020,México,Nayarit,27217,West,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,1.5522,,,
1031,09/10/2020,14/10/2020,México,Durango,60505,North,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.61699999999996,,,
1032,09/10/2020,14/10/2020,México,Durango,60505,North,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528,,,
1033,24/11/2019,26/11/2019,México,Yucatán,10035,East,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.215999999999998,4,0.2,6.0256,,,
1034,24/11/2019,26/11/2019,México,Yucatán,10035,East,Office Supplies,Paper,Xerox 196,11.56,2,0.0,5.6644,,,
1035,24/11/2019,26/11/2019,México,Yucatán,10035,East,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88.4,4,0.0,11.492,,,
1036,24/11/2019,26/11/2019,México,Yucatán,10035,East,Office Supplies,Paper,Xerox 217,6.48,1,0.0,3.1104,,,
1037,01/11/2019,05/11/2019,México,Sinaloa,24153,North,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,,,
1038,01/11/2019,05/11/2019,México,Sinaloa,24153,North,Office Supplies,Envelopes,Airmail Envelopes,251.79,3,0.0,118.3413,,,
1039,19/04/2019,25/04/2019,México,Colima,43229,West,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",205.176,2,0.4,-58.1332,,,
1040,19/04/2019,25/04/2019,México,Colima,43229,West,Office Supplies,Paper,Xerox 189,419.4,5,0.2,146.79,,,
1041,06/04/2021,08/04/2021,México,Guerrero,19143,West,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,10.304,1,0.2,-2.1896,,,
1042,06/04/2021,08/04/2021,México,Guerrero,19143,West,Furniture,Tables,KI Adjustable-Height Table,154.764,3,0.4,-36.1116,,,
1043,06/04/2021,08/04/2021,México,Guerrero,19143,West,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,116.78399999999999,2,0.2,21.897,,,
1044,02/09/2019,06/09/2019,México,Yucatán,10024,East,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,0.0,19.6248,,,
1045,02/09/2019,06/09/2019,México,Yucatán,10024,East,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,0.0,9.995,,,
1046,25/09/2019,30/09/2019,México,Nuevo León,85023,North,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165,3,0.5,-204.4458,,,
1047,04/11/2020,11/11/2020,México,Baja California Sur,75051,North,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88,,,
1048,09/07/2019,13/07/2019,México,Yucatán,10035,East,Furniture,Chairs,Hon GuestStacker Chair,408.006,2,0.1,72.5344,,,
1049,09/07/2019,13/07/2019,México,Yucatán,10035,East,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",165.28,4,0.0,14.8752,,,
1050,30/06/2021,05/07/2021,México,Yucatán,10024,East,Office Supplies,Binders,GBC Recycled Regency Composition Covers,334.76800000000003,7,0.2,108.7996,,,
1051,21/09/2018,24/09/2018,México,Baja California Sur,77041,North,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.3439999999999,7,0.2,118.29299999999999,,,
1052,21/09/2018,24/09/2018,México,Baja California Sur,77041,North,Technology,Accessories,Hypercom P1300 Pinpad,151.2,3,0.2,32.13,,,
1053,21/09/2018,24/09/2018,México,Baja California Sur,77041,North,Furniture,Furnishings,Longer-Life Soft White Bulbs,4.928,4,0.6,-1.4784,,,
1054,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Paper,Petty Cash Envelope,86.272,4,0.2,31.2736,,,
1055,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,72.58800000000001,2,0.7,-48.391999999999996,,,
1056,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,60.672,2,0.2,14.4096,,,
1057,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',77.031,9,0.7,-59.0571,,,
1058,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,119.904,6,0.2,-1.4988,,,
1059,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Technology,Phones,Samsung Rugby III,263.96,5,0.2,23.0965,,,
1060,26/09/2018,30/09/2018,México,Nuevo León,85204,North,Office Supplies,Storage,SAFCO Boltless Steel Shelving,363.648,4,0.2,-86.3664,,,
1061,26/11/2020,30/11/2020,México,Colima,43229,West,Technology,Phones,Motorola L804,220.752,8,0.4,-40.4712,,,
1062,26/12/2019,30/12/2019,México,Guanajuato,98105,West,Office Supplies,Paper,Strathmore Photo Mount Cards,33.9,5,0.0,15.594000000000001,,,
1063,20/06/2020,27/06/2020,México,Colima,44134,West,Office Supplies,Paper,Xerox 203,31.104,6,0.2,10.8864,,,
1064,20/06/2020,27/06/2020,México,Colima,44134,West,Office Supplies,Art,Newell 35,5.247999999999999,2,0.2,0.5904,,,
1065,15/10/2018,15/10/2018,México,Baja California Sur,79109,North,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,263.88,3,0.2,42.8805,,,
1066,15/10/2018,15/10/2018,México,Baja California Sur,79109,North,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2453.43,5,0.3,-350.49,,,
1067,05/08/2020,08/08/2020,México,Tamaulipas,40475,North,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0.0,6.3296,,,
1068,01/10/2018,06/10/2018,México,Chiapas,80013,East,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,0.2,17.428,,,
1069,23/05/2019,28/05/2019,México,Durango,60623,North,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.9279999999999,9,0.2,148.4946,,,
1070,13/06/2020,16/06/2020,México,Durango,60653,North,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248,,,
1071,13/06/2020,16/06/2020,México,Durango,60653,North,Furniture,Chairs,Global Super Steno Chair,470.30199999999996,7,0.3,-87.3418,,,
1072,13/06/2020,16/06/2020,México,Durango,60653,North,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.983999999999995,2,0.2,5.997999999999999,,,
1073,23/04/2021,24/04/2021,México,Guerrero,19134,West,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,2.502,3,0.7,-1.7514,,,
1074,19/07/2018,20/07/2018,México,Nuevo León,85023,North,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,2.025,1,0.7,-1.35,,,
1075,12/06/2020,19/06/2020,México,Chihuahua,31907,North,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,3,0.0,41.952,,,
1076,12/06/2020,19/06/2020,México,Chihuahua,31907,North,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0.0,67.941,,,
1077,25/09/2019,01/10/2019,México,Baja California Sur,75061,North,Office Supplies,Labels,Avery 499,15.936,4,0.2,5.1792,,,
1078,01/12/2018,08/12/2018,México,Guanajuato,98103,West,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,55.424,2,0.2,19.3984,,,
1079,26/08/2019,28/08/2019,México,Baja California Sur,77506,North,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,,,
1080,26/08/2019,28/08/2019,México,Baja California Sur,77506,North,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.7160000000001,6,0.3,-29.2776,,,
1081,16/12/2019,19/12/2019,México,Yucatán,10009,East,Office Supplies,Fasteners,Stockwell Gold Paper Clips,3.68,2,0.0,1.8032,,,
1082,08/08/2021,14/08/2021,México,Nuevo León,85301,North,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",121.376,4,0.2,-3.0344,,,
1083,08/08/2021,14/08/2021,México,Nuevo León,85301,North,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,0.2,-10.7973,,,
1084,16/05/2018,16/05/2018,México,Oaxaca,32216,East,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.968,4,0.2,31.996,,,
1085,09/12/2020,13/12/2020,México,Verracruz,48234,,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0.0,226.9644,,,
1086,09/12/2020,13/12/2020,México,Verracruz,48234,,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0.0,19.5238,,,
1087,09/12/2020,13/12/2020,México,Verracruz,48234,,Office Supplies,Paper,Xerox 1946,12.96,2,0.0,6.2208,,,
1088,24/09/2018,27/09/2018,México,Guerrero,19120,West,Office Supplies,Art,Newell 320,6.848,2,0.2,0.5992,,,
1089,01/12/2018,02/12/2018,México,Baja California Sur,77036,North,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",6.688,4,0.6,-4.0128,,,
1090,19/11/2019,25/11/2019,México,Yucatán,14304,East,Office Supplies,Art,Newell 340,17.28,6,0.0,5.0112,,,
1091,19/11/2019,25/11/2019,México,Yucatán,14304,East,Office Supplies,Binders,GBC Plastic Binding Combs,17.712,3,0.2,6.4206,,,
1092,19/03/2020,24/03/2020,México,Yucatán,10024,East,Office Supplies,Labels,Avery 506,28.91,7,0.0,13.2986,,,
1093,13/11/2019,17/11/2019,México,Nayarit,27360,West,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,52.136,7,0.2,5.8653,,,
1094,25/08/2020,28/08/2020,México,Morelos,38301,Center,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,2,0.2,1.7024,,,
1095,25/08/2020,28/08/2020,México,Morelos,38301,Center,Office Supplies,Paper,Xerox 199,3.424,1,0.2,1.07,,,
1096,14/10/2019,18/10/2019,México,Guanajuato,98115,West,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive,177.0,3,0.0,30.09,,,
1097,27/11/2021,03/12/2021,México,Yucatán,10035,East,Office Supplies,Fasteners,Staples,3.76,2,0.0,1.3159999999999998,,,
1098,29/11/2021,06/12/2021,México,Guerrero,19143,West,Office Supplies,Labels,Avery 488,5.04,2,0.2,1.764,,,
1099,30/04/2020,05/05/2020,México,Yucatán,10024,East,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,0.0,28.331999999999997,,,
1100,24/11/2020,28/11/2020,México,Yucatán,10035,East,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,0.0,2.8812,,,
1101,24/11/2020,28/11/2020,México,Yucatán,10035,East,Furniture,Chairs,Global Ergonomic Managers Chair,977.2919999999999,6,0.1,173.7408,,,
1102,30/10/2020,03/11/2020,México,Guanajuato,98661,West,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,0.0,3.6632,,,
1103,21/12/2021,19/12/2021,México,Chihuahua,31907,North,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,40.05,3,0.0,11.214,,,
1104,04/09/2020,08/09/2020,México,Baja California Sur,75019,North,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185,,,
1105,04/09/2020,08/09/2020,México,Baja California Sur,75019,North,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784000000000002,1,0.2,-0.2098,,,
1106,04/09/2020,08/09/2020,México,Baja California Sur,75019,North,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772,,,
1107,12/11/2020,18/11/2020,México,Baja California Sur,78745,North,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.055999999999997,3,0.2,5.8203,,,
1108,12/11/2020,18/11/2020,México,Baja California Sur,78745,North,Office Supplies,Paper,Xerox 197,223.05599999999998,9,0.2,69.705,,,
1109,12/11/2020,18/11/2020,México,Baja California Sur,78745,North,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542,,,
1110,24/12/2020,29/12/2020,México,Yucatán,10024,East,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875,,,
1111,17/09/2019,23/09/2019,México,Chihuahua,31907,North,Technology,Machines,Lexmark X 9575 Professional All-in-One Color Printer,396.0,4,0.0,190.08,,,
1112,18/08/2020,22/08/2020,México,Baja California Sur,75220,North,Office Supplies,Storage,Safco Steel Mobile File Cart,200.06400000000002,3,0.2,12.504000000000001,,,
1113,18/08/2020,22/08/2020,México,Baja California Sur,75220,North,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139,,,
1114,18/08/2020,22/08/2020,México,Baja California Sur,75220,North,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648,,,
1115,11/12/2020,17/12/2020,México,Guerrero,19120,West,Furniture,Chairs,"Leather Task Chair, Black",63.68600000000001,1,0.3,-9.097999999999999,,,
1116,10/12/2020,14/12/2020,México,Hidalgo,89031,Center,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4,0.0,116.87200000000001,,,
1117,03/02/2021,06/02/2021,México,Guanajuato,98105,West,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,83.84,2,0.2,27.248,,,
1118,03/02/2021,06/02/2021,México,Guanajuato,98105,West,Office Supplies,Binders,Avery Durable Poly Binders,13.272,3,0.2,4.3134,,,
1119,16/04/2020,21/04/2020,México,Durango,60610,North,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065,,,
1120,06/12/2018,11/12/2018,México,Nuevo León,85705,North,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",206.112,6,0.2,48.9516,,,
1121,06/12/2018,11/12/2018,México,Nuevo León,85705,North,Office Supplies,Paper,Xerox 1970,19.92,5,0.2,6.723,,,
1122,06/12/2018,11/12/2018,México,Nuevo León,85705,North,Office Supplies,Paper,Xerox 1960,198.27200000000002,8,0.2,61.96,,,
1123,06/12/2018,11/12/2018,México,Nuevo León,85705,North,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",247.104,6,0.2,-58.6872,,,
1124,06/12/2018,11/12/2018,México,Nuevo León,85705,North,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,9.7092,,,
1125,22/07/2019,27/07/2019,México,Guerrero,18103,West,Office Supplies,Art,12 Colored Short Pencils,4.16,2,0.2,0.364,,,
1126,22/07/2019,27/07/2019,México,Guerrero,18103,West,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",11.648,2,0.2,3.3488,,,
1127,26/03/2018,31/03/2018,México,Oaxaca,33142,East,Office Supplies,Paper,Xerox 1988,74.352,3,0.2,23.235,,,
1128,31/08/2020,05/09/2020,México,Nuevo León,85281,North,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744000000000002,1,0.2,0.8058,,,
1129,31/08/2020,05/09/2020,México,Nuevo León,85281,North,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,,,
1130,04/12/2019,08/12/2019,México,Yucatán,10035,East,Office Supplies,Storage,Belkin OmniView SE Rackmount Kit,212.88,6,0.0,0.0,,,
1131,11/03/2021,16/03/2021,México,Colima,43229,West,Furniture,Furnishings,Eldon Wave Desk Accessories,8.32,5,0.2,2.2880000000000003,,,
1132,11/03/2021,16/03/2021,México,Colima,43229,West,Office Supplies,Fasteners,Stockwell Push Pins,10.464,6,0.2,1.7004,,,
1133,31/12/2021,04/01/2018,México,Yucatán,13601,East,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.4879999999998,7,0.2,196.68599999999998,,,
1134,23/11/2018,27/11/2018,México,Baja California Sur,78207,North,Office Supplies,Paper,Xerox 1915,335.52,4,0.2,117.432,,,
1135,23/11/2018,27/11/2018,México,Baja California Sur,78207,North,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504,,,
1136,23/11/2018,27/11/2018,México,Baja California Sur,78207,North,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",27.055999999999997,2,0.2,2.3674,,,
1137,06/07/2021,08/07/2021,México,Yucatán,10011,East,Technology,Copiers,Canon Imageclass D680 Copier / Fax,559.992,1,0.2,174.9975,,,
1138,13/11/2020,18/11/2020,México,Baja California Sur,77095,North,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086,,,
1139,16/10/2020,21/10/2020,México,Tamaulipas,40475,North,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0.0,57.385,,,
1140,06/02/2018,13/02/2018,México,Guanajuato,98006,West,Office Supplies,Art,Newell 310,5.28,3,0.0,1.5312,,,
1141,04/09/2020,08/09/2020,México,Yucatán,11561,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0.0,39.5428,,,
1142,09/05/2019,15/05/2019,México,Guerrero,19140,West,Office Supplies,Envelopes,Staple envelope,9.344,1,0.2,3.5039999999999996,,,
1143,09/05/2019,15/05/2019,México,Guerrero,19140,West,Office Supplies,Art,Newell 319,79.36,5,0.2,9.92,,,
1144,16/03/2018,18/03/2018,México,Guanajuato,98103,West,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0.0,44.7096,,,
1145,09/04/2019,13/04/2019,México,Guanajuato,98103,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",35.352,9,0.2,12.8151,,,
1146,05/09/2020,06/09/2020,México,Guanajuato,98115,West,Office Supplies,Art,Newell 333,2.78,1,0.0,0.7228,,,
1147,30/06/2020,30/06/2020,México,Yucatán,10011,East,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785,,,
1148,09/11/2018,09/11/2018,México,Guerrero,19134,West,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352,3,0.2,4.1151,,,
1149,19/03/2018,25/03/2018,México,Guanajuato,98105,West,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,453.57599999999996,3,0.2,39.6879,,,
1150,29/11/2018,30/11/2018,México,Baja California Sur,75002,North,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,21.48,3,0.2,-0.2685,,,
1151,29/11/2018,30/11/2018,México,Baja California Sur,75002,North,Office Supplies,Binders,GBC Imprintable Covers,8.783999999999999,4,0.8,-13.6152,,,
1152,26/11/2020,30/11/2020,México,Chihuahua,30318,North,Office Supplies,Art,Newell 347,12.84,3,0.0,3.7236,,,
1153,15/12/2021,18/12/2021,México,Baja California Sur,79907,North,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,40.68,3,0.2,-9.152999999999999,,,
1154,15/12/2021,18/12/2021,México,Baja California Sur,79907,North,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",763.28,5,0.3,-21.808000000000003,,,
1155,22/04/2019,27/04/2019,México,Durango,60505,North,Office Supplies,Storage,Pizazz Global Quick File,23.951999999999998,2,0.2,2.3952,,,
1156,27/02/2019,01/03/2019,México,Yucatán,10011,East,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",170.88,3,0.0,49.5552,,,
1157,09/08/2018,12/08/2018,México,Yucatán,10024,East,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0.0,89.3142,,,
1158,09/08/2018,12/08/2018,México,Yucatán,10024,East,Furniture,Tables,KI Conference Tables,382.806,9,0.4,-153.1224,,,
1159,09/08/2018,12/08/2018,México,Yucatán,10024,East,Office Supplies,Storage,"Tennsco Lockers, Gray",41.96,2,0.0,2.9372,,,
1160,09/08/2018,12/08/2018,México,Yucatán,10024,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1217.568,2,0.2,456.588,,,
1161,09/08/2018,12/08/2018,México,Yucatán,10024,East,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456,,,
1162,09/08/2018,12/08/2018,México,Yucatán,10024,East,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,,,
1163,09/08/2018,12/08/2018,México,Yucatán,10024,East,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.0,274.38599999999997,,,
1164,09/08/2018,12/08/2018,México,Yucatán,10024,East,Office Supplies,Paper,Xerox 1886,143.7,3,0.0,68.976,,,
1165,09/08/2018,12/08/2018,México,Yucatán,10024,East,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",10.65,3,0.0,5.0055,,,
1166,09/08/2018,12/08/2018,México,Yucatán,10024,East,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8,4,0.0,34.692,,,
1167,12/05/2019,16/05/2019,México,Sinaloa,23464,North,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,0.0,2.9592,,,
1168,15/04/2019,19/04/2019,México,Baja California Sur,76051,North,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",33.488,7,0.2,5.8604,,,
1169,15/04/2019,19/04/2019,México,Baja California Sur,76051,North,Office Supplies,Fasteners,Ideal Clamps,8.04,5,0.2,2.9145,,,
1170,23/06/2018,25/06/2018,México,Guanajuato,98502,West,Technology,Phones,Pyle PRT45 Retro Home Telephone,201.56799999999998,4,0.2,22.6764,,,
1171,24/03/2018,27/03/2018,México,Durango,61604,North,Furniture,Bookcases,Sauder Inglewood Library Bookcases,359.05800000000005,3,0.3,-35.9058,,,
1172,08/05/2020,12/05/2020,México,Colima,43229,West,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568,,,
1173,16/10/2020,18/10/2020,México,Yucatán,10011,East,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0.0,175.136,,,
1174,19/11/2020,21/11/2020,México,Baja California Sur,75007,North,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,5.28,,,
1175,19/11/2020,21/11/2020,México,Baja California Sur,75007,North,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672000000000001,1,0.2,0.5004,,,
1176,19/11/2020,21/11/2020,México,Baja California Sur,75007,North,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.13600000000001,4,0.2,8.6744,,,
1177,19/11/2020,21/11/2020,México,Baja California Sur,75007,North,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993,,,
1178,11/12/2019,17/12/2019,México,Morelos,37167,Center,Office Supplies,Art,Prang Drawing Pencil Set,6.672000000000001,3,0.2,1.6680000000000001,,,
1179,15/03/2019,19/03/2019,México,Guerrero,19143,West,Technology,Accessories,V7 USB Numeric Keypad,83.976,3,0.2,-13.6461,,,
1180,10/08/2018,16/08/2018,México,Baja California,55122,North,Office Supplies,Labels,Avery 480,3.75,1,0.0,1.8,,,
1181,10/08/2018,16/08/2018,México,Baja California,55122,North,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.872,,,
1182,10/08/2018,16/08/2018,México,Baja California,55122,North,Office Supplies,Art,Peel-Off China Markers,29.79,3,0.0,12.5118,,,
1183,10/09/2019,14/09/2019,México,Yucatán,10011,East,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,59.48,2,0.0,8.922,,,
1184,10/09/2019,14/09/2019,México,Yucatán,10011,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",6.69,1,0.0,3.0774,,,
1185,08/07/2020,15/07/2020,México,Guanajuato,98031,West,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0.0,99.23,,,
1186,08/07/2020,15/07/2020,México,Guanajuato,98031,West,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0.0,385.3752,,,
1187,08/07/2020,15/07/2020,México,Guanajuato,98031,West,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168000000000003,2,0.2,7.8192,,,
1188,08/07/2020,15/07/2020,México,Guanajuato,98031,West,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50.0,2,0.0,10.5,,,
1189,16/11/2018,22/11/2018,México,Yucatán,10011,East,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",523.25,5,0.0,141.2775,,,
1190,24/09/2018,30/09/2018,México,Aguascalientes,70506,West,Furniture,Chairs,Harbour Creations Steel Folding Chair,517.5,6,0.0,155.25,,,
1191,21/06/2020,25/06/2020,México,Colima,44105,West,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464,,,
1192,21/06/2020,25/06/2020,México,Colima,44105,West,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38,,,
1193,08/05/2019,08/05/2019,México,Colima,44105,West,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,0.2,88.0299,,,
1194,08/05/2019,08/05/2019,México,Colima,44105,West,Office Supplies,Paper,Xerox 1898,10.687999999999999,2,0.2,3.7408,,,
1195,08/05/2019,08/05/2019,México,Colima,44105,West,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288,,,
1196,08/05/2019,08/05/2019,México,Colima,44105,West,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,0.2,1.57,,,
1197,08/05/2019,08/05/2019,México,Colima,44105,West,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.111999999999995,2,0.2,7.263999999999999,,,
1198,26/11/2021,02/12/2021,México,Tlaxcala,97224,Center,Office Supplies,Paper,Xerox 2,15.552,3,0.2,5.4432,,,
1199,26/11/2021,02/12/2021,México,Tlaxcala,97224,Center,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,0.2,-167.27,,,
1200,26/11/2021,02/12/2021,México,Tlaxcala,97224,Center,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672,,,
1205,29/11/2021,04/12/2021,México,Durango,60076,North,Office Supplies,Fasteners,Staples,12.624,2,0.2,3.945,,,
1206,19/03/2018,20/03/2018,México,Guanajuato,98115,West,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0.0,349.3392,,,
1207,19/03/2018,20/03/2018,México,Guanajuato,98115,West,Technology,Copiers,Canon PC940 Copier,3149.93,7,0.0,1480.4671,,,
