Backorder Risk;Distribution Center;Location;Product ID;Risk Score
55;Center E;Brazil;10052134;Low
55;Center E;France;10019324;High
55;Center E;Greater China;10022384;High
55;Center E;Greater China;10024974;High
55;Center E;Greater China;10025834;High
55;Center E;Greater China;10026034;High
55;Center E;Greater China;10026194;High
55;Center E;Greater China;10026414;High
55;Center E;Greater China;10026654;High
55;Center E;Greater China;10026754;High
55;Center E;Greater China;10027014;High
55;Center E;Greater China;10027184;High
55;Center E;Greater China;10027294;High
55;Center E;Japan;10028004;High
55;Center E;Japan;10028514;High
55;Center E;Japan;10029654;High
55;Center E;Japan;10030524;High
55;Center E;Japan;10031454;High
55;Center E;Japan;10043794;Low
55;Center E;Japan;10044014;Low
55;Center E;Japan;10044514;Low
55;Center E;Japan;10044604;Low
55;Center E;Japan;10044704;Low
55;Center E;Japan;10044754;Low
55;Center E;Japan;10044954;Low
55;Center E;SouthAfrica;10045842;Low
55;Center E;SouthAfrica;10046771;High
55;Center E;SouthAfrica;10047875;Low
55;Center E;SouthAfrica;10047991;Low
55;Center E;SouthAfrica;10048044;High
55;Center E;SouthAfrica;10048531;Low
55;Center E;SouthAfrica;10048602;Low
55;Center E;SouthAfrica;10048795;Low
55;Center E;SouthAfrica;10048875;Low
55;Center E;SouthAfrica;10049011;Low
55;Center E;SouthAfrica;10049335;Low
55;Center E;SouthAfrica;10049455;Low
55;Center E;SouthAfrica;10049615;Low
55;Center E;SouthAfrica;10049915;Low
55;Center E;SouthAfrica;10049942;High
55;Center E;Spain;10019564;High
55;Center E;Spain;10019684;High
55;Center E;Spain;10019844;High
55;Center E;Spain;10020764;High
55;Center E;Spain;10020804;High
55;Center E;Spain;10020854;High
55;Center E;Spain;10020984;High
55;Center E;Spain;10021094;High
55;Center E;Spain;10041814;Low
55;Center E;Spain;10042044;Low
55;Center E;Spain;10042214;Low
55;Center E;Spain;10042224;Low
55;Center E;UK;10016944;High
55;Center E;UK;10017184;High
55;Center E;UK;10017394;High
55;Center E;USA;10000004;High
55;Center E;USA;10000224;High
55;Center E;USA;10000694;High
55;Center E;USA;10001214;High
55;Center E;USA;10001644;High
55;Center E;USA;10003274;High
55;Center E;USA;10004104;High
55;Center E;USA;10004184;High
55;Center E;USA;10004414;High
55;Center E;USA;10004814;High
55;Center E;USA;10005174;High
55;Center E;USA;10005304;High
55;Center E;USA;10006054;High
55;Center E;USA;10006494;High
55;Center E;USA;10008424;High
55;Center E;USA;10008504;High
55;Center E;USA;10008584;High
55;Center E;USA;10008974;High
55;Center E;USA;10009264;High
55;Center E;USA;10009444;High
55;Center E;USA;10010054;High
55;Center E;USA;10010384;High
55;Center E;USA;10010554;High
55;Center E;USA;10010834;High
55;Center E;USA;10011164;High
55;Center E;USA;10011234;High
55;Center E;USA;10011664;High
55;Center E;USA;10012124;High
55;Center E;USA;10012984;High
55;Center E;USA;10013144;High
55;Center E;USA;10013714;High
55;Center E;USA;10013744;High
55;Center E;USA;10014864;High
55;Center E;USA;10015144;High
55;Center E;USA;10015404;High
55;Center E;USA;10015684;High
55;Center E;USA;10015704;High
55;Center E;USA;10015954;High
55;Center E;USA;10016144;High
55;Center E;USA;10016574;High
55;Center E;USA;10032074;High
55;Center E;USA;10032914;High
55;Center E;USA;10032944;High
55;Center E;USA;10033354;High
55;Center E;USA;10033794;High
55;Center E;USA;10033934;High
55;Center E;USA;10035454;High
55;Center E;USA;10035524;High
55;Center E;USA;10035864;High
55;Center E;USA;10036234;High
55;Center E;USA;10037264;High
55;Center E;USA;10037784;High
55;Center E;USA;10038284;High
55;Center E;USA;10038934;High
55;Center E;USA;10039714;High
55;Center F;Brazil;10045423;Low
55;Center F;Brazil;10045595;Low
55;Center F;Brazil;10045635;Low
55;Center F;Brazil;10050423;Low
55;Center F;Brazil;10050807;Low
55;Center F;Brazil;10051545;Low
55;Center F;France;10018775;High
55;Center F;France;10018905;High
55;Center F;France;10019005;High
55;Center F;France;10019105;High
55;Center F;Greater China;10022495;High
55;Center F;Greater China;10023215;High
55;Center F;Greater China;10023915;High
55;Center F;Greater China;10024175;High
55;Center F;Greater China;10024285;High
55;Center F;Greater China;10024695;High
55;Center F;Greater China;10024795;High
55;Center F;Greater China;10025215;High
55;Center F;Greater China;10025455;High
55;Center F;Greater China;10027115;High
55;Center F;Greater China;10027325;High
55;Center F;Greater China;10042635;Low
55;Center F;Greater China;10042755;Low
55;Center F;Japan;10027655;High
55;Center F;Japan;10027965;High
55;Center F;Japan;10028745;High
55;Center F;Japan;10029375;High
55;Center F;Japan;10030175;High
55;Center F;Japan;10030555;High
55;Center F;Japan;10031325;High
55;Center F;Japan;10043195;Low
55;Center F;Japan;10043645;Low
55;Center F;Japan;10043895;Low
55;Center F;Japan;10044395;Low
55;Center F;Japan;10044705;Low
55;Center F;Japan;10044775;Low
55;Center F;Japan;10044875;Low
55;Center F;Japan;10044965;Low
55;Center F;Japan;10045125;Low
55;Center F;SouthAfrica;10045743;Low
55;Center F;SouthAfrica;10046123;Low
55;Center F;SouthAfrica;10046405;Low
55;Center F;SouthAfrica;10046456;High
55;Center F;SouthAfrica;10046605;Low
55;Center F;SouthAfrica;10046732;Low
55;Center F;SouthAfrica;10046785;Low
55;Center F;SouthAfrica;10047163;Low
55;Center F;SouthAfrica;10047443;Low
55;Center F;SouthAfrica;10047463;Low
55;Center F;SouthAfrica;10047516;Low
55;Center F;SouthAfrica;10047743;Low
55;Center F;SouthAfrica;10048043;High
55;Center F;SouthAfrica;10048556;Low
55;Center F;SouthAfrica;10048943;Low
55;Center F;SouthAfrica;10049952;Low
55;Center F;SouthAfrica;10050243;Low
55;Center F;Spain;10020615;High
55;Center F;Spain;10020695;High
55;Center F;Spain;10020805;High
55;Center F;Spain;10021415;High
55;Center F;Spain;10021625;High
55;Center F;Spain;10021895;High
55;Center F;Spain;10042155;Low
55;Center F;Spain;10042185;Low
55;Center F;Spain;10042275;Low
55;Center F;UK;10016935;High
55;Center F;UK;10017345;High
55;Center F;UK;10017665;High
55;Center F;UK;10017785;High
55;Center F;UK;10017945;High
55;Center F;UK;10018485;High
55;Center F;USA;10000415;High
55;Center F;USA;10000455;High
55;Center F;USA;10000805;High
55;Center F;USA;10000875;High
55;Center F;USA;10001995;High
55;Center F;USA;10002325;High
55;Center F;USA;10002435;High
55;Center F;USA;10003475;High
55;Center F;USA;10004265;High
55;Center F;USA;10004875;High
55;Center F;USA;10005685;High
55;Center F;USA;10006735;High
55;Center F;USA;10007245;High
55;Center F;USA;10007805;High
55;Center F;USA;10009875;High
55;Center F;USA;10009965;High
55;Center F;USA;10010035;High
55;Center F;USA;10010205;High
55;Center F;USA;10010425;High
55;Center F;USA;10010575;High
55;Center F;USA;10011475;High
55;Center F;USA;10012295;High
55;Center F;USA;10012675;High
55;Center F;USA;10012925;High
55;Center F;USA;10013645;High
55;Center F;USA;10013795;High
55;Center F;USA;10014185;High
55;Center F;USA;10014275;High
55;Center F;USA;10014795;High
55;Center F;USA;10015235;High
55;Center F;USA;10032425;High
55;Center F;USA;10032585;High
55;Center F;USA;10033055;High
55;Center F;USA;10033375;High
55;Center F;USA;10033605;High
55;Center F;USA;10033655;High
55;Center F;USA;10035285;High
55;Center F;USA;10036125;High
55;Center F;USA;10037175;High
55;Center F;USA;10038835;High
55;Center F;USA;10038865;High
55;Center F;USA;10039105;High
55;Center F;USA;10039685;High
55;Center F;USA;10039835;High
55;Center G;Brazil;10045380;Low
55;Center G;Brazil;10045491;Low
55;Center G;Brazil;10045553;Low
55;Center G;Brazil;10050570;Low
55;Center G;Brazil;10050626;Low
55;Center G;Brazil;10050718;Low
55;Center G;Brazil;10051864;Low
55;Center G;France;10018996;High
55;Center G;France;10019106;High
55;Center G;Greater China;10022336;High
55;Center G;Greater China;10023056;High
55;Center G;Greater China;10024036;High
55;Center G;Greater China;10024806;High
55;Center G;Greater China;10025176;High
55;Center G;Greater China;10025236;High
55;Center G;Greater China;10025976;High
55;Center G;Greater China;10026166;High
55;Center G;Greater China;10026606;High
55;Center G;Greater China;10026816;High
55;Center G;Greater China;10027336;High
55;Center G;Greater China;10042716;Low
55;Center G;Japan;10027686;High
55;Center G;Japan;10027886;High
55;Center G;Japan;10027976;High
55;Center G;Japan;10028356;High
55;Center G;Japan;10029146;High
55;Center G;Japan;10029176;High
55;Center G;Japan;10031146;High
55;Center G;Japan;10031476;High
55;Center G;Japan;10043166;Low
55;Center G;Japan;10043546;Low
55;Center G;Japan;10043706;Low
55;Center G;Japan;10043876;Low
55;Center G;Japan;10043966;Low
55;Center G;Japan;10044076;Low
55;Center G;Japan;10045066;Low
55;Center G;SouthAfrica;10046097;Low
55;Center G;SouthAfrica;10046257;Low
55;Center G;SouthAfrica;10046497;Low
55;Center G;SouthAfrica;10047533;Low
55;Center G;SouthAfrica;10047557;Low
55;Center G;SouthAfrica;10047677;Low
55;Center G;SouthAfrica;10048577;Low
55;Center G;SouthAfrica;10048593;Low
55;Center G;SouthAfrica;10049346;Low
55;Center G;SouthAfrica;10049826;Low
55;Center G;SouthAfrica;10049906;Low
55;Center G;SouthAfrica;10049973;High
55;Center G;SouthAfrica;10050113;Low
55;Center G;SouthAfrica;10050297;Low
55;Center G;Spain;10019976;High
55;Center G;Spain;10020076;High
55;Center G;Spain;10020406;High
55;Center G;Spain;10021036;High
55;Center G;Spain;10021506;High
55;Center G;Spain;10021516;High
55;Center G;Spain;10021646;High
55;Center G;UK;10017236;High
55;Center G;UK;10017476;High
55;Center G;UK;10018046;High
55;Center G;USA;10000656;High
55;Center G;USA;10000726;High
55;Center G;USA;10000756;High
55;Center G;USA;10000836;High
55;Center G;USA;10002026;High
55;Center G;USA;10002056;High
55;Center G;USA;10003176;High
55;Center G;USA;10004156;High
55;Center G;USA;10004506;High
55;Center G;USA;10004906;High
55;Center G;USA;10005296;High
55;Center G;USA;10006286;High
55;Center G;USA;10006626;High
55;Center G;USA;10006706;High
55;Center G;USA;10007176;High
55;Center G;USA;10007946;High
55;Center G;USA;10008096;High
55;Center G;USA;10009276;High
55;Center G;USA;10009476;High
55;Center G;USA;10009896;High
55;Center G;USA;10010536;High
55;Center G;USA;10010546;High
55;Center G;USA;10010776;High
55;Center G;USA;10010916;High
55;Center G;USA;10011086;High
55;Center G;USA;10011276;High
55;Center G;USA;10011676;High
55;Center G;USA;10011766;High
55;Center G;USA;10012806;High
55;Center G;USA;10013106;High
55;Center G;USA;10013526;High
55;Center G;USA;10014166;High
55;Center G;USA;10014206;High
55;Center G;USA;10014946;High
55;Center G;USA;10015016;High
55;Center G;USA;10015136;High
55;Center G;USA;10015466;High
55;Center G;USA;10015876;High
55;Center G;USA;10032236;High
55;Center G;USA;10032296;High
55;Center G;USA;10032466;High
55;Center G;USA;10032576;High
55;Center G;USA;10032746;High
55;Center G;USA;10033286;High
55;Center G;USA;10034306;High
55;Center G;USA;10034546;High
55;Center G;USA;10035956;High
55;Center G;USA;10036126;High
55;Center G;USA;10037066;High
55;Center G;USA;10037296;High
55;Center G;USA;10037836;High
55;Center G;USA;10038126;High
55;Center G;USA;10038836;High
55;Center G;USA;10039016;High
55;Center G;USA;10039276;High
55;Center G;USA;10039776;High
55;Center G;USA;10039846;High
55;Center H;Brazil;10045306;High
55;Center H;Brazil;10045329;High
55;Center H;Brazil;10045477;High
55;Center H;Brazil;10045524;Low
55;Center H;Brazil;10050488;Low
55;Center H;Brazil;10050493;High
55;Center H;Brazil;10050643;High
55;Center H;Brazil;10050658;High
55;Center H;Brazil;10050674;Low
55;Center H;Brazil;10050969;Low
55;Center H;Brazil;10051293;Low
55;Center H;Brazil;10051554;Low
55;Center H;Brazil;10052098;Low
55;Center H;Brazil;10052219;High
55;Center H;France;10019177;High
55;Center H;France;10019277;High
55;Center H;France;10041367;Low
55;Center H;France;10041457;Low
55;Center H;Greater China;10022917;High
55;Center H;Greater China;10023047;High
55;Center H;Greater China;10023457;High
55;Center H;Greater China;10024277;High
55;Center H;Greater China;10024427;High
55;Center H;Greater China;10024807;High
55;Center H;Greater China;10025167;High
55;Center H;Greater China;10025307;High
55;Center H;Greater China;10026187;High
55;Center H;Greater China;10026767;High
55;Center H;Greater China;10026827;High
55;Center H;Greater China;10026987;High
55;Center H;Greater China;10027237;High
55;Center H;Greater China;10042607;Low
55;Center H;Japan;10027687;High
55;Center H;Japan;10027977;High
55;Center H;Japan;10028027;High
55;Center H;Japan;10028287;High
55;Center H;Japan;10028337;High
55;Center H;Japan;10028897;High
55;Center H;Japan;10028957;High
55;Center H;Japan;10029437;High
55;Center H;Japan;10029447;High
55;Center H;Japan;10029777;High
55;Center H;Japan;10030617;High
55;Center H;Japan;10030817;High
55;Center H;Japan;10031077;High
55;Center H;Japan;10043377;Low
55;Center H;Japan;10043477;Low
55;Center H;Japan;10043697;Low
55;Center H;Japan;10044387;Low
55;Center H;SouthAfrica;10045878;Low
55;Center H;SouthAfrica;10045887;Low
55;Center H;SouthAfrica;10045938;Low
55;Center H;SouthAfrica;10045958;Low
55;Center H;SouthAfrica;10046658;Low
55;Center H;SouthAfrica;10046727;High
55;Center H;SouthAfrica;10046799;Low
55;Center H;SouthAfrica;10046819;High
55;Center H;SouthAfrica;10046839;Low
55;Center H;SouthAfrica;10046878;Low
55;Center H;SouthAfrica;10047054;Low
55;Center H;SouthAfrica;10047228;Low
55;Center H;SouthAfrica;10047407;Low
55;Center H;SouthAfrica;10047539;Low
55;Center H;SouthAfrica;10047568;Low
55;Center H;SouthAfrica;10047594;Low
55;Center H;SouthAfrica;10047838;Low
55;Center H;SouthAfrica;10048158;Low
55;Center H;SouthAfrica;10048328;Low
55;Center H;SouthAfrica;10048418;Low
55;Center H;SouthAfrica;10048454;High
55;Center H;SouthAfrica;10048614;Low
55;Center H;SouthAfrica;10048834;Low
55;Center H;SouthAfrica;10048838;Low
55;Center H;SouthAfrica;10049227;Low
55;Center H;SouthAfrica;10049228;Low
55;Center H;SouthAfrica;10049948;Low
55;Center H;SouthAfrica;10050208;Low
55;Center H;SouthAfrica;10050298;Low
55;Center H;SouthAfrica;10050347;Low
55;Center H;Spain;10020207;High
55;Center H;Spain;10020277;High
55;Center H;Spain;10020397;High
55;Center H;Spain;10020507;High
55;Center H;Spain;10020547;High
55;Center H;Spain;10021327;High
55;Center H;Spain;10021727;High
55;Center H;Spain;10021867;High
55;Center H;UK;10017197;High
55;Center H;UK;10017257;High
55;Center H;UK;10017907;High
55;Center H;UK;10017947;High
55;Center H;UK;10017987;High
55;Center H;USA;10000127;High
55;Center H;USA;10000607;High
55;Center H;USA;10000747;High
55;Center H;USA;10001047;High
55;Center H;USA;10001577;High
55;Center H;USA;10002237;High
55;Center H;USA;10002687;High
55;Center H;USA;10003277;High
55;Center H;USA;10003737;High
55;Center H;USA;10003967;High
55;Center H;USA;10004517;High
55;Center H;USA;10004577;High
55;Center H;USA;10004657;High
55;Center H;USA;10005107;High
55;Center H;USA;10005527;High
55;Center H;USA;10005937;High
55;Center H;USA;10007037;High
55;Center H;USA;10007287;High
55;Center H;USA;10007337;High
55;Center H;USA;10007497;High
55;Center H;USA;10007767;High
55;Center H;USA;10008507;High
55;Center H;USA;10009147;High
55;Center H;USA;10010007;High
55;Center H;USA;10010067;High
55;Center H;USA;10010437;High
55;Center H;USA;10011237;High
55;Center H;USA;10011307;High
55;Center H;USA;10011537;High
55;Center H;USA;10012787;High
55;Center H;USA;10012897;High
55;Center H;USA;10013287;High
55;Center H;USA;10014517;High
55;Center H;USA;10014997;High
55;Center H;USA;10015077;High
55;Center H;USA;10015337;High
55;Center H;USA;10015377;High
55;Center H;USA;10015477;High
55;Center H;USA;10016247;High
55;Center H;USA;10016367;High
55;Center H;USA;10016587;High
55;Center H;USA;10016787;High
55;Center H;USA;10031877;High
55;Center H;USA;10031887;High
55;Center H;USA;10032327;High
55;Center H;USA;10032857;High
55;Center H;USA;10033887;High
55;Center H;USA;10033987;High
55;Center H;USA;10035507;High
55;Center H;USA;10035547;High
55;Center H;USA;10035977;High
55;Center H;USA;10036337;High
55;Center H;USA;10037317;High
55;Center H;USA;10037947;High
55;Center H;USA;10038247;High
55;Center H;USA;10038927;High
55;Center H;USA;10038987;High
55;Center H;USA;10039157;High
55;Center H;USA;10039787;High
55;Center H;USA;10040507;Low
55;Center I;Brazil;10050942;High
55;Center I;Brazil;10051787;High
55;Center I;France;10040788;Low
55;Center I;France;10041378;Low
55;Center I;Greater China;10022438;High
55;Center I;Greater China;10022558;High
55;Center I;Greater China;10023028;High
55;Center I;Greater China;10023218;High
55;Center I;Greater China;10024298;High
55;Center I;Greater China;10025118;High
55;Center I;Greater China;10025968;High
55;Center I;Greater China;10026098;High
55;Center I;Greater China;10026218;High
55;Center I;Greater China;10026378;High
55;Center I;Greater China;10027388;High
55;Center I;Greater China;10042588;Low
55;Center I;Japan;10028698;High
55;Center I;Japan;10029928;High
55;Center I;Japan;10029948;High
55;Center I;Japan;10044138;Low
55;Center I;Japan;10044908;Low
55;Center I;Japan;10045178;Low
55;Center I;SouthAfrica;10045920;Low
55;Center I;SouthAfrica;10047020;Low
55;Center I;SouthAfrica;10048669;Low
55;Center I;SouthAfrica;10049389;Low
55;Center I;SouthAfrica;10049569;Low
55;Center I;SouthAfrica;10049689;Low
55;Center I;SouthAfrica;10050029;Low
55;Center I;Spain;10020268;High
55;Center I;Spain;10020308;High
55;Center I;Spain;10020528;High
55;Center I;Spain;10021228;High
55;Center I;Spain;10041818;Low
55;Center I;UK;10017758;High
55;Center I;UK;10018198;High
55;Center I;USA;10001068;High
55;Center I;USA;10001538;High
55;Center I;USA;10002608;High
55;Center I;USA;10002958;High
55;Center I;USA;10003448;High
55;Center I;USA;10003908;High
55;Center I;USA;10004678;High
55;Center I;USA;10005048;High
55;Center I;USA;10005188;High
55;Center I;USA;10005988;High
55;Center I;USA;10006258;High
55;Center I;USA;10006318;High
55;Center I;USA;10007358;High
55;Center I;USA;10007778;High
55;Center I;USA;10008098;High
55;Center I;USA;10009088;High
55;Center I;USA;10009728;High
55;Center I;USA;10009828;High
55;Center I;USA;10010418;High
55;Center I;USA;10010858;High
55;Center I;USA;10011838;High
55;Center I;USA;10011858;High
55;Center I;USA;10012628;High
55;Center I;USA;10012828;High
55;Center I;USA;10012938;High
55;Center I;USA;10013428;High
55;Center I;USA;10013688;High
55;Center I;USA;10013948;High
55;Center I;USA;10014828;High
55;Center I;USA;10015468;High
55;Center I;USA;10015638;High
55;Center I;USA;10015728;High
55;Center I;USA;10016458;High
55;Center I;USA;10032508;High
55;Center I;USA;10032528;High
55;Center I;USA;10032808;High
55;Center I;USA;10033008;High
55;Center I;USA;10033318;High
55;Center I;USA;10033958;High
55;Center I;USA;10034488;High
55;Center I;USA;10034558;High
55;Center I;USA;10034828;High
55;Center I;USA;10034948;High
55;Center I;USA;10035568;High
55;Center I;USA;10035588;High
55;Center I;USA;10035898;High
55;Center I;USA;10036078;High
55;Center I;USA;10036408;High
55;Center I;USA;10037078;High
55;Center I;USA;10037698;High
55;Center I;USA;10038348;High
55;Center I;USA;10038708;High
55;Center I;USA;10039308;High
55;Center I;USA;10039758;High
55;Center I;USA;10040658;Low
55;Center J;France;10019119;High
55;Center J;France;10040739;Low
55;Center J;France;10041039;Low
55;Center J;France;10041709;Low
55;Center J;Germany;10041749;Low
55;Center J;Greater China;10022359;High
55;Center J;Greater China;10023089;High
55;Center J;Greater China;10023259;High
55;Center J;Greater China;10023689;High
55;Center J;Greater China;10024029;High
55;Center J;Greater China;10024529;High
55;Center J;Greater China;10024829;High
55;Center J;Greater China;10025589;High
55;Center J;Greater China;10025709;High
55;Center J;Greater China;10026359;High
55;Center J;Greater China;10026699;High
55;Center J;Greater China;10027119;High
55;Center J;Greater China;10042439;Low
55;Center J;Greater China;10042459;Low
55;Center J;Japan;10028269;High
55;Center J;Japan;10028469;High
55;Center J;Japan;10028849;High
55;Center J;Japan;10030629;High
55;Center J;Japan;10030809;High
55;Center J;Japan;10030879;High
55;Center J;Japan;10031239;High
55;Center J;Japan;10043269;Low
55;Center J;Japan;10043299;Low
55;Center J;Japan;10043719;Low
55;Center J;Japan;10044729;Low
55;Center J;Japan;10044739;Low
55;Center J;Japan;10044779;Low
55;Center J;Spain;10019529;High
55;Center J;Spain;10020019;High
55;Center J;Spain;10020779;High
55;Center J;Spain;10021589;High
55;Center J;Spain;10022019;High
55;Center J;Spain;10042069;Low
55;Center J;UK;10017019;High
55;Center J;UK;10017289;High
55;Center J;USA;10000159;High
55;Center J;USA;10000439;High
55;Center J;USA;10001009;High
55;Center J;USA;10001049;High
55;Center J;USA;10001209;High
55;Center J;USA;10001379;High
55;Center J;USA;10002009;High
55;Center J;USA;10002719;High
55;Center J;USA;10002829;High
55;Center J;USA;10003319;High
55;Center J;USA;10003949;High
55;Center J;USA;10004149;High
55;Center J;USA;10004449;High
55;Center J;USA;10005159;High
55;Center J;USA;10005429;High
55;Center J;USA;10007409;High
55;Center J;USA;10007619;High
55;Center J;USA;10008879;High
55;Center J;USA;10009349;High
55;Center J;USA;10009669;High
55;Center J;USA;10009719;High
55;Center J;USA;10009839;High
55;Center J;USA;10010189;High
55;Center J;USA;10010759;High
55;Center J;USA;10011449;High
55;Center J;USA;10012159;High
55;Center J;USA;10012279;High
55;Center J;USA;10012389;High
55;Center J;USA;10012749;High
55;Center J;USA;10013109;High
55;Center J;USA;10013599;High
55;Center J;USA;10013749;High
55;Center J;USA;10013769;High
55;Center J;USA;10013959;High
55;Center J;USA;10014159;High
55;Center J;USA;10014549;High
55;Center J;USA;10015469;High
55;Center J;USA;10016299;High
55;Center J;USA;10016399;High
55;Center J;USA;10031709;High
55;Center J;USA;10031879;High
55;Center J;USA;10032259;High
55;Center J;USA;10033219;High
55;Center J;USA;10033299;High
55;Center J;USA;10033909;High
55;Center J;USA;10033979;High
55;Center J;USA;10034009;High
55;Center J;USA;10034049;High
55;Center J;USA;10034639;High
55;Center J;USA;10034809;High
55;Center J;USA;10034949;High
55;Center J;USA;10035169;High
55;Center J;USA;10035889;High
55;Center J;USA;10036309;High
55;Center J;USA;10036529;High
55;Center J;USA;10036959;High
55;Center J;USA;10038009;High
55;Center J;USA;10039289;High
55;Center J;USA;10039359;High
55;Center J;USA;10039569;High
55;Center J;USA;10039609;High
55;Center J;USA;10039829;High
55;Center J;USA;10039859;High
55;Center J;USA;10040629;Low
56;Center A;France;10019440;High
56;Center A;France;10040870;Low
56;Center A;France;10041620;Low
56;Center A;France;10041670;Low
56;Center A;Greater China;10022430;High
56;Center A;Greater China;10023830;High
56;Center A;Greater China;10023840;High
56;Center A;Greater China;10023900;High
56;Center A;Greater China;10023940;High
56;Center A;Greater China;10024660;High
56;Center A;Greater China;10025360;High
56;Center A;Greater China;10025830;High
56;Center A;Greater China;10025900;High
56;Center A;Greater China;10025930;High
56;Center A;Greater China;10026080;High
56;Center A;Greater China;10026150;High
56;Center A;Greater China;10026340;High
56;Center A;Greater China;10026780;High
56;Center A;Greater China;10027110;High
56;Center A;Greater China;10027460;High
56;Center A;Japan;10027540;High
56;Center A;Japan;10027590;High
56;Center A;Japan;10028740;High
56;Center A;Japan;10029060;High
56;Center A;Japan;10029740;High
56;Center A;Japan;10029990;High
56;Center A;Japan;10031290;High
56;Center A;Japan;10042930;Low
56;Center A;Japan;10043000;Low
56;Center A;Japan;10043630;Low
56;Center A;Japan;10044100;Low
56;Center A;Japan;10044250;Low
56;Center A;Japan;10044450;Low
56;Center A;Spain;10019620;High
56;Center A;Spain;10019750;High
56;Center A;Spain;10020160;High
56;Center A;Spain;10021620;High
56;Center A;Spain;10021970;High
56;Center A;Spain;10042040;Low
56;Center A;Spain;10042170;Low
56;Center A;UK;10016870;High
56;Center A;UK;10018520;High
56;Center A;USA;10000050;High
56;Center A;USA;10000150;High
56;Center A;USA;10000210;High
56;Center A;USA;10000490;High
56;Center A;USA;10001170;High
56;Center A;USA;10001400;High
56;Center A;USA;10001430;High
56;Center A;USA;10001700;High
56;Center A;USA;10002200;High
56;Center A;USA;10002730;High
56;Center A;USA;10003290;High
56;Center A;USA;10003600;High
56;Center A;USA;10003840;High
56;Center A;USA;10004980;High
56;Center A;USA;10006070;High
56;Center A;USA;10006100;High
56;Center A;USA;10006620;High
56;Center A;USA;10007320;High
56;Center A;USA;10007370;High
56;Center A;USA;10007730;High
56;Center A;USA;10007910;High
56;Center A;USA;10008640;High
56;Center A;USA;10008660;High
56;Center A;USA;10009020;High
56;Center A;USA;10009170;High
56;Center A;USA;10009820;High
56;Center A;USA;10009830;High
56;Center A;USA;10010200;High
56;Center A;USA;10010290;High
56;Center A;USA;10010510;High
56;Center A;USA;10010750;High
56;Center A;USA;10011020;High
56;Center A;USA;10011120;High
56;Center A;USA;10011380;High
56;Center A;USA;10011520;High
56;Center A;USA;10012020;High
56;Center A;USA;10012560;High
56;Center A;USA;10012600;High
56;Center A;USA;10013570;High
56;Center A;USA;10013620;High
56;Center A;USA;10013640;High
56;Center A;USA;10014250;High
56;Center A;USA;10014340;High
56;Center A;USA;10014410;High
56;Center A;USA;10015140;High
56;Center A;USA;10016500;High
56;Center A;USA;10031580;High
56;Center A;USA;10031710;High
56;Center A;USA;10032160;High
56;Center A;USA;10033460;High
56;Center A;USA;10033550;High
56;Center A;USA;10034230;High
56;Center A;USA;10034500;High
56;Center A;USA;10034890;High
56;Center A;USA;10035490;High
56;Center A;USA;10036170;High
56;Center A;USA;10036210;High
56;Center A;USA;10036230;High
56;Center A;USA;10037460;High
56;Center A;USA;10037730;High
56;Center A;USA;10038040;High
56;Center A;USA;10039130;High
56;Center A;USA;10039350;High
56;Center A;USA;10040700;Low
56;Center B;France;10018601;High
56;Center B;France;10019261;High
56;Center B;France;10041021;Low
56;Center B;France;10041261;Low
56;Center B;France;10041601;Low
56;Center B;Greater China;10022921;High
56;Center B;Greater China;10023141;High
56;Center B;Greater China;10023261;High
56;Center B;Greater China;10024031;High
56;Center B;Greater China;10024321;High
56;Center B;Greater China;10024361;High
56;Center B;Greater China;10024621;High
56;Center B;Greater China;10024801;High
56;Center B;Greater China;10024971;High
56;Center B;Greater China;10025321;High
56;Center B;Greater China;10025601;High
56;Center B;Greater China;10025881;High
56;Center B;Greater China;10026281;High
56;Center B;Greater China;10026361;High
56;Center B;Greater China;10042751;Low
56;Center B;Japan;10027861;High
56;Center B;Japan;10027911;High
56;Center B;Japan;10027941;High
56;Center B;Japan;10028101;High
56;Center B;Japan;10028211;High
56;Center B;Japan;10028251;High
56;Center B;Japan;10028801;High
56;Center B;Japan;10028881;High
56;Center B;Japan;10028911;High
56;Center B;Japan;10029631;High
56;Center B;Japan;10029961;High
56;Center B;Japan;10030461;High
56;Center B;Japan;10043031;Low
56;Center B;Japan;10043311;Low
56;Center B;Japan;10043391;Low
56;Center B;Japan;10043401;Low
56;Center B;Japan;10043431;Low
56;Center B;Spain;10020491;High
56;Center B;Spain;10020591;High
56;Center B;Spain;10021241;High
56;Center B;Spain;10021431;High
56;Center B;Spain;10042031;Low
56;Center B;UK;10018141;High
56;Center B;UK;10018401;High
56;Center B;USA;10000191;High
56;Center B;USA;10000451;High
56;Center B;USA;10001401;High
56;Center B;USA;10001411;High
56;Center B;USA;10002981;High
56;Center B;USA;10003171;High
56;Center B;USA;10006861;High
56;Center B;USA;10007991;High
56;Center B;USA;10008631;High
56;Center B;USA;10008851;High
56;Center B;USA;10009741;High
56;Center B;USA;10010341;High
56;Center B;USA;10011091;High
56;Center B;USA;10011631;High
56;Center B;USA;10011891;High
56;Center B;USA;10012081;High
56;Center B;USA;10012811;High
56;Center B;USA;10012941;High
56;Center B;USA;10013051;High
56;Center B;USA;10013361;High
56;Center B;USA;10013891;High
56;Center B;USA;10013991;High
56;Center B;USA;10014481;High
56;Center B;USA;10014581;High
