	Country	Date	value	Arima ForecastValue Future	Arima ForecastValue Validation	Arima MSE	Auto-Arima ForecastValue Future	Auto-Arima ForecastValue Validation	Auto-Arima MSE	Prophet ForecastValue Future	Prophet ForecastValue Validation	Prophet MSE	Regression ForecastValue Future	Regression ForecastValue Validation	Regression MSE	Regression Slope	Regression Slope Monthly Change Proj	Regression Trend Direction
78591	Dominican Republic	1996-01-01	5038.18															
78592	Dominican Republic	1997-01-01	5487.89															
78593	Dominican Republic	1998-01-01	5825.09															
78594	Dominican Republic	1999-01-01	6166.88															
78595	Dominican Republic	2000-01-01	6498.31															
78596	Dominican Republic	2001-01-01	6704.55															
78597	Dominican Republic	2002-01-01	7004.62															
78598	Dominican Republic	2003-01-01	6941.68															
78599	Dominican Republic	2004-01-01	7207.18															
78600	Dominican Republic	2005-01-01	8021.87															
78601	Dominican Republic	2006-01-01	8898.04															
78602	Dominican Republic	2007-01-01	9674.96															
78603	Dominican Republic	2008-01-01	10041.71															
78604	Dominican Republic	2009-01-01	10076.47															
78605	Dominican Republic	2010-01-01	10904.76															
78606	Dominican Republic	2011-01-01	11333.55															
78607	Dominican Republic	2012-01-01	11715.4															
78608	Dominican Republic	2013-01-01	12348.54															
78609	Dominican Republic	2014-01-01	13380.84															
78610	Dominican Republic	2015-01-01	14306.62															
78611	Dominican Republic	2016-01-01	15245.06															
78612	Dominican Republic	2017-01-01	16063.64															
78613	Ecuador	1990-01-01	4828.27															
78614	Ecuador	1991-01-01	5082.26															
78615	Ecuador	1992-01-01	5186.7															
78616	Ecuador	1993-01-01	5293.48															
78617	Ecuador	1994-01-01	5512.87															
78618	Ecuador	1995-01-01	5631.83															
78619	Ecuador	1996-01-01	5712.67															
78620	Ecuador	1997-01-01	5939.14															
78621	Ecuador	1998-01-01	6077.94															
78622	Ecuador	1999-01-01	5767.16															
78623	Ecuador	2000-01-01	5854.24															
78624	Ecuador	2001-01-01	6119.47															
78625	Ecuador	2002-01-01	6359.46															
78626	Ecuador	2003-01-01	6553.81															
78627	Ecuador	2004-01-01	7168.27															
78628	Ecuador	2005-01-01	7662.47															
78629	Ecuador	2006-01-01	8108.56															
78630	Ecuador	2007-01-01	8364.16															
78631	Ecuador	2008-01-01	8918.38															
78632	Ecuador	2009-01-01	8887.1															
78633	Ecuador	2010-01-01	9160.98															
78634	Ecuador	2011-01-01	9926.9															
78635	Ecuador	2012-01-01	10520.14															
78636	Ecuador	2013-01-01	11060.77															
78637	Ecuador	2014-01-01	11519.36															
78638	Ecuador	2015-01-01	11479.9															
78639	Ecuador	2016-01-01	11294.71															
78640	Ecuador	2017-01-01	11612.05															
78641	Egypt	1990-01-01	3726.26															
78642	Egypt	1991-01-01	3804.81															
78643	Egypt	1992-01-01	3978.71															
78644	Egypt	1993-01-01	4106.71															
78645	Egypt	1994-01-01	4275.6															
78646	Egypt	1995-01-01	4480.05															
78647	Egypt	1996-01-01	4699.5															
78648	Egypt	1997-01-01	4949.64															
78649	Egypt	1998-01-01	5186.13															
78650	Egypt	1999-01-01	5482.64															
78651	Egypt	2000-01-01	5855.44															
78652	Egypt	2001-01-01	6085.6															
78653	Egypt	2002-01-01	6207.91															
78654	Egypt	2003-01-01	6410.97															
78655	Egypt	2004-01-01	6729.47															
78656	Egypt	2005-01-01	7124.64															
78657	Egypt	2006-01-01	7707.49															
78658	Egypt	2007-01-01	8326.61															
78659	Egypt	2008-01-01	8938.31															
78660	Egypt	2009-01-01	9254.36															
78661	Egypt	2010-01-01	9657.19															
78662	Egypt	2011-01-01	9823.82															
78663	Egypt	2012-01-01	10011.84															
78664	Egypt	2013-01-01	10179.02															
78665	Egypt	2014-01-01	10440.91															
78666	Egypt	2015-01-01	10783.07															
78667	Egypt	2016-01-01	11147.7															
78668	Egypt	2017-01-01	11608.38															
78669	El Salvador	1990-01-01	2936.62															
78670	El Salvador	1991-01-01	3038.27															
78671	El Salvador	1992-01-01	3280.24															
78672	El Salvador	1993-01-01	3505.89															
78673	El Salvador	1994-01-01	3700.46															
78674	El Salvador	1995-01-01	3909.85															
78675	El Salvador	1996-01-01	3970.75															
78676	El Salvador	1997-01-01	4124.72															
78677	El Salvador	1998-01-01	4242.41															
78678	El Salvador	1999-01-01	4365.28															
78679	El Salvador	2000-01-01	4482.23															
78680	El Salvador	2001-01-01	4594.58															
78681	El Salvador	2002-01-01	4711.47															
78682	El Salvador	2003-01-01	4854.96															
78683	El Salvador	2004-01-01	5008.37															
78684	El Salvador	2005-01-01	5284.66															
78685	El Salvador	2006-01-01	5657.76															
78686	El Salvador	2007-01-01	5890.14															
78687	El Salvador	2008-01-01	6106.51															
78688	El Salvador	2009-01-01	5998.22															
78689	El Salvador	2010-01-01	6171.85															
78690	El Salvador	2011-01-01	6511.44															
78691	El Salvador	2012-01-01	6791.61															
78692	El Salvador	2013-01-01	7041.52															
78693	El Salvador	2014-01-01	7281.32															
78694	El Salvador	2015-01-01	7496.81															
78695	El Salvador	2016-01-01	7734.86															
78696	El Salvador	2017-01-01	8023.05															
78697	Equatorial Guinea	1990-01-01	645.86															
78698	Equatorial Guinea	1991-01-01	639.88															
78699	Equatorial Guinea	1992-01-01	853.72															
78700	Equatorial Guinea	1993-01-01	938.58															
78701	Equatorial Guinea	1994-01-01	1080.39															
78702	Equatorial Guinea	1995-01-01	1250.28															
78703	Equatorial Guinea	1996-01-01	2043.32															
78704	Equatorial Guinea	1997-01-01	4998.31															
78705	Equatorial Guinea	1998-01-01	6010.57															
78706	Equatorial Guinea	1999-01-01	7366.28															
78707	Equatorial Guinea	2000-01-01	8552.59															
78708	Equatorial Guinea	2001-01-01	13723.37															
78709	Equatorial Guinea	2002-01-01	15980.44															
78710	Equatorial Guinea	2003-01-01	17819.51															
78711	Equatorial Guinea	2004-01-01	24213.91															
78712	Equatorial Guinea	2005-01-01	27926.82															
78713	Equatorial Guinea	2006-01-01	29636.87															
78714	Equatorial Guinea	2007-01-01	33505.77															
78715	Equatorial Guinea	2008-01-01	38432.2															
78716	Equatorial Guinea	2009-01-01	37487.65															
78717	Equatorial Guinea	2010-01-01	33033.33															
78718	Equatorial Guinea	2011-01-01	34363.15															
78719	Equatorial Guinea	2012-01-01	36315.41															
78720	Equatorial Guinea	2013-01-01	33949.43															
78721	Equatorial Guinea	2014-01-01	33330.48															
78722	Equatorial Guinea	2015-01-01	29420.65															
78723	Equatorial Guinea	2016-01-01	26177.45															
78724	Equatorial Guinea	2017-01-01	24439.22															
78745	Estonia	1995-01-01	6283.92															
78746	Estonia	1996-01-01	6825.5															
78747	Estonia	1997-01-01	7842.06															
78748	Estonia	1998-01-01	8365.59															
78749	Estonia	1999-01-01	8368.21															
78750	Estonia	2000-01-01	9421.26															
78751	Estonia	2001-01-01	10302.77															
78752	Estonia	2002-01-01	11590.6															
78753	Estonia	2003-01-01	13064.69															
78754	Estonia	2004-01-01	14419.43															
78755	Estonia	2005-01-01	16516.14															
78756	Estonia	2006-01-01	19257.98															
78757	Estonia	2007-01-01	21964.29															
78758	Estonia	2008-01-01	22664.04															
78759	Estonia	2009-01-01	20502.35															
78760	Estonia	2010-01-01	21581.69															
78761	Estonia	2011-01-01	24543.07															
78762	Estonia	2012-01-01	26022.47															
78763	Estonia	2013-01-01	27495.73															
78764	Estonia	2014-01-01	28964.18															
78765	Estonia	2015-01-01	29212.95															
78766	Estonia	2016-01-01	30897.55															
78767	Estonia	2017-01-01	33447.83															
78768	Ethiopia	1990-01-01	421.28															
78769	Ethiopia	1991-01-01	390.16															
78770	Ethiopia	1992-01-01	351.55															
78771	Ethiopia	1993-01-01	392.88															
78772	Ethiopia	1994-01-01	399.86															
78773	Ethiopia	1995-01-01	419.01															
78774	Ethiopia	1996-01-01	464.72															
78775	Ethiopia	1997-01-01	472.92															
78776	Ethiopia	1998-01-01	448.17															
78777	Ethiopia	1999-01-01	464.85															
78778	Ethiopia	2000-01-01	489.92															
78779	Ethiopia	2001-01-01	527.19															
78780	Ethiopia	2002-01-01	527.94															
78781	Ethiopia	2003-01-01	511.96															
78782	Ethiopia	2004-01-01	580.78															
78783	Ethiopia	2005-01-01	651.95															
78784	Ethiopia	2006-01-01	724.73															
78785	Ethiopia	2007-01-01	807.24															
78786	Ethiopia	2008-01-01	887.93															
78787	Ethiopia	2009-01-01	948.0															
78788	Ethiopia	2010-01-01	1051.85															
78789	Ethiopia	2011-01-01	1162.78															
78790	Ethiopia	2012-01-01	1254.18															
78791	Ethiopia	2013-01-01	1374.89															
78792	Ethiopia	2014-01-01	1505.28															
78793	Ethiopia	2015-01-01	1637.33															
78794	Ethiopia	2016-01-01	1736.41															
78795	Ethiopia	2017-01-01	1903.24															
78796	Fiji	1990-01-01	3806.83															
78797	Fiji	1991-01-01	3791.71															
78798	Fiji	1992-01-01	4064.66															
78799	Fiji	1993-01-01	4190.93															
78800	Fiji	1994-01-01	4435.88															
78801	Fiji	1995-01-01	4582.77															
78802	Fiji	1996-01-01	4834.45															
78803	Fiji	1997-01-01	4758.16															
78804	Fiji	1998-01-01	4826.94															
78805	Fiji	1999-01-01	5291.23															
78806	Fiji	2000-01-01	5288.62															
78807	Fiji	2001-01-01	5497.03															
78808	Fiji	2002-01-01	5749.62															
78809	Fiji	2003-01-01	5916.12															
78810	Fiji	2004-01-01	6387.47															
78811	Fiji	2005-01-01	6611.17															
78812	Fiji	2006-01-01	6893.6															
78813	Fiji	2007-01-01	6954.65															
78814	Fiji	2008-01-01	7091.86															
78815	Fiji	2009-01-01	6975.32															
78816	Fiji	2010-01-01	7201.65															
78817	Fiji	2011-01-01	7488.83															
78818	Fiji	2012-01-01	7682.49															
78819	Fiji	2013-01-01	8130.45															
78820	Fiji	2014-01-01	8688.33															
78821	Fiji	2015-01-01	9053.99															
78822	Fiji	2016-01-01	9120.19															
78823	Fiji	2017-01-01	9574.88															
78824	Gabon	1990-01-01	12600.96															
78825	Gabon	1991-01-01	13448.88															
78826	Gabon	1992-01-01	12979.41															
78827	Gabon	1993-01-01	13453.4															
78828	Gabon	1994-01-01	13884.26															
78829	Gabon	1995-01-01	14502.46															
78830	Gabon	1996-01-01	14919.87															
78831	Gabon	1997-01-01	15648.09															
78832	Gabon	1998-01-01	15964.15															
78833	Gabon	1999-01-01	14397.38															
78834	Gabon	2000-01-01	14091.57															
78835	Gabon	2001-01-01	14357.33															
78836	Gabon	2002-01-01	14180.25															
78837	Gabon	2003-01-01	14412.41															
78838	Gabon	2004-01-01	14516.69															
78839	Gabon	2005-01-01	14958.03															
78840	Gabon	2006-01-01	14552.21															
78841	Gabon	2007-01-01	15365.43															
78842	Gabon	2008-01-01	14682.96															
78843	Gabon	2009-01-01	14343.75															
78844	Gabon	2010-01-01	15041.58															
78845	Gabon	2011-01-01	15893.52															
78846	Gabon	2012-01-01	16469.4															
78847	Gabon	2013-01-01	17114.46															
78848	Gabon	2014-01-01	17623.93															
78849	Gabon	2015-01-01	17981.22															
78850	Gabon	2016-01-01	18092.99															
78851	Gabon	2017-01-01	18113.3															
78852	Gambia	1990-01-01	973.41															
78853	Gambia	1991-01-01	1001.36															
78854	Gambia	1992-01-01	1026.13															
78855	Gambia	1993-01-01	1051.45															
78856	Gambia	1994-01-01	1045.95															
78857	Gambia	1995-01-01	1047.48															
78858	Gambia	1996-01-01	1060.01															
78859	Gambia	1997-01-01	1099.45															
78860	Gambia	1998-01-01	1117.8															
78861	Gambia	1999-01-01	1172.72															
78862	Gambia	2000-01-01	1227.95															
78863	Gambia	2001-01-01	1288.36															
78864	Gambia	2002-01-01	1226.19															
78865	Gambia	2003-01-01	1294.27															
78866	Gambia	2004-01-01	1378.45															
78867	Gambia	2005-01-01	1364.87															
78868	Gambia	2006-01-01	1377.95															
78869	Gambia	2007-01-01	1420.17															
78870	Gambia	2008-01-01	1483.41															
78871	Gambia	2009-01-01	1541.59															
78872	Gambia	2010-01-01	1610.6															
78873	Gambia	2011-01-01	1524.77															
78874	Gambia	2012-01-01	1590.25															
78875	Gambia	2013-01-01	1643.49															
78876	Gambia	2014-01-01	1608.22															
78877	Gambia	2015-01-01	1668.82															
78878	Gambia	2016-01-01	1643.29															
78879	Gambia	2017-01-01	1699.11															
78880	Georgia	1990-01-01	5159.36															
78881	Georgia	1991-01-01	4176.74															
78882	Georgia	1992-01-01	2335.69															
78883	Georgia	1993-01-01	1677.68															
78884	Georgia	1994-01-01	1559.0															
78885	Georgia	1995-01-01	1695.43															
78886	Georgia	1996-01-01	1990.69															
78887	Georgia	1997-01-01	2310.69															
78888	Georgia	1998-01-01	2468.61															
78889	Georgia	1999-01-01	2631.9															
78890	Georgia	2000-01-01	2795.11															
78891	Georgia	2001-01-01	3043.02															
78892	Georgia	2002-01-01	3288.24															
78893	Georgia	2003-01-01	3749.91															
78894	Georgia	2004-01-01	4101.67															
78895	Georgia	2005-01-01	4669.15															
78896	Georgia	2006-01-01	5296.0															
78897	Georgia	2007-01-01	6152.86															
78898	Georgia	2008-01-01	6444.8															
78899	Georgia	2009-01-01	6312.53															
78900	Georgia	2010-01-01	6838.65															
78901	Georgia	2011-01-01	7545.97															
78902	Georgia	2012-01-01	8239.55															
78903	Georgia	2013-01-01	8694.25															
78904	Georgia	2014-01-01	9263.95															
78905	Georgia	2015-01-01	9617.54															
78906	Georgia	2016-01-01	9993.73															
78907	Georgia	2017-01-01	10674.46															
78908	Ghana	1990-01-01	1240.41															
78909	Ghana	1991-01-01	1312.49															
78910	Ghana	1992-01-01	1356.22															
78911	Ghana	1993-01-01	1416.22															
78912	Ghana	1994-01-01	1454.4															
78913	Ghana	1995-01-01	1506.11															
78914	Ghana	1996-01-01	1564.5															
78915	Ghana	1997-01-01	1618.2															
78916	Ghana	1998-01-01	1672.04															
78917	Ghana	1999-01-01	1730.02															
78918	Ghana	2000-01-01	1790.17															
78919	Ghana	2001-01-01	1856.87															
78920	Ghana	2002-01-01	1920.48															
78921	Ghana	2003-01-01	2008.0															
78922	Ghana	2004-01-01	2122.72															
78923	Ghana	2005-01-01	2260.46															
78924	Ghana	2006-01-01	2414.96															
78925	Ghana	2007-01-01	2520.13															
78926	Ghana	2008-01-01	2732.64															
78927	Ghana	2009-01-01	2813.69															
78928	Ghana	2010-01-01	2996.78															
78929	Ghana	2011-01-01	3404.46															
78930	Ghana	2012-01-01	3702.11															
78931	Ghana	2013-01-01	3948.46															
78932	Ghana	2014-01-01	4045.1															
78933	Ghana	2015-01-01	4083.47															
78934	Ghana	2016-01-01	4176.0															
78935	Ghana	2017-01-01	4501.85															
78936	Grenada	1990-01-01	4679.4															
78937	Grenada	1991-01-01	4893.45															
78938	Grenada	1992-01-01	4924.42															
78939	Grenada	1993-01-01	4887.17															
78940	Grenada	1994-01-01	5019.53															
78941	Grenada	1995-01-01	5188.97															
78942	Grenada	1996-01-01	5488.59															
78943	Grenada	1997-01-01	5843.61															
78944	Grenada	1998-01-01	6589.13															
78945	Grenada	1999-01-01	7142.09															
78946	Grenada	2000-01-01	7648.31															
78947	Grenada	2001-01-01	7646.98															
78948	Grenada	2002-01-01	8011.51															
78949	Grenada	2003-01-01	8920.56															
78950	Grenada	2004-01-01	9081.58															
78951	Grenada	2005-01-01	10587.76															
78952	Grenada	2006-01-01	10445.87															
78953	Grenada	2007-01-01	11344.62															
78954	Grenada	2008-01-01	11638.11															
78955	Grenada	2009-01-01	10912.56															
78956	Grenada	2010-01-01	10949.36															
78957	Grenada	2011-01-01	11220.93															
78958	Grenada	2012-01-01	11260.52															
78959	Grenada	2013-01-01	11680.17															
78960	Grenada	2014-01-01	12721.0															
78961	Grenada	2015-01-01	13626.11															
78962	Grenada	2016-01-01	14223.93															
78963	Grenada	2017-01-01	15155.85															
78964	Guatemala	1990-01-01	3296.01															
78965	Guatemala	1991-01-01	3448.62															
78966	Guatemala	1992-01-01	3612.08															
78967	Guatemala	1993-01-01	3754.25															
78968	Guatemala	1994-01-01	3897.21															
78969	Guatemala	1995-01-01	4080.62															
78970	Guatemala	1996-01-01	4182.3															
78971	Guatemala	1997-01-01	4341.27															
78972	Guatemala	1998-01-01	4505.77															
78973	Guatemala	1999-01-01	4644.87															
78974	Guatemala	2000-01-01	4810.68															
78975	Guatemala	2001-01-01	4919.3															
78976	Guatemala	2002-01-01	5067.31															
78977	Guatemala	2003-01-01	5175.53															
78978	Guatemala	2004-01-01	5358.39															
78979	Guatemala	2005-01-01	5580.67															
78980	Guatemala	2006-01-01	5925.4															
78981	Guatemala	2007-01-01	6323.43															
78982	Guatemala	2008-01-01	6513.5															
78983	Guatemala	2009-01-01	6454.7															
78984	Guatemala	2010-01-01	6576.67															
78985	Guatemala	2011-01-01	6844.49															
78986	Guatemala	2012-01-01	7031.4															
78987	Guatemala	2013-01-01	7264.67															
78988	Guatemala	2014-01-01	7552.57															
78989	Guatemala	2015-01-01	7788.5															
78990	Guatemala	2016-01-01	7955.6															
78991	Guatemala	2017-01-01	8167.55															
78992	Guinea	1990-01-01	912.37															
78993	Guinea	1991-01-01	916.81															
78994	Guinea	1992-01-01	913.29															
78995	Guinea	1993-01-01	926.73															
78996	Guinea	1994-01-01	934.33															
78997	Guinea	1995-01-01	956.33															
78998	Guinea	1996-01-01	984.54															
78999	Guinea	1997-01-01	1027.32															
79000	Guinea	1998-01-01	1055.39															
79001	Guinea	1999-01-01	1093.05															
79002	Guinea	2000-01-01	1125.77															
79003	Guinea	2001-01-01	1171.91															
79004	Guinea	2002-01-01	1228.6															
79005	Guinea	2003-01-01	1245.23															
79006	Guinea	2004-01-01	1284.53															
79007	Guinea	2005-01-01	1338.86															
79008	Guinea	2006-01-01	1367.78															
79009	Guinea	2007-01-01	1468.06															
79010	Guinea	2008-01-01	1524.59															
79011	Guinea	2009-01-01	1485.42															
79012	Guinea	2010-01-01	1541.35															
79013	Guinea	2011-01-01	1625.56															
79014	Guinea	2012-01-01	1716.45															
79015	Guinea	2013-01-01	1775.15															
79016	Guinea	2014-01-01	1833.07															
79017	Guinea	2015-01-01	1877.85															
79018	Guinea	2016-01-01	2045.36															
79019	Guinea	2017-01-01	2247.02															
79020	Guinea-Bissau	1990-01-01	1017.0															
79021	Guinea-Bissau	1991-01-01	1077.96															
79022	Guinea-Bissau	1992-01-01	1087.76															
79023	Guinea-Bissau	1993-01-01	1110.11															
79024	Guinea-Bissau	1994-01-01	1143.78															
79025	Guinea-Bissau	1995-01-01	1193.73															
79026	Guinea-Bissau	1996-01-01	1330.85															
79027	Guinea-Bissau	1997-01-01	1416.36															
79028	Guinea-Bissau	1998-01-01	1012.09															
79029	Guinea-Bissau	1999-01-01	1020.37															
79030	Guinea-Bissau	2000-01-01	1080.37															
79031	Guinea-Bissau	2001-01-01	1107.54															
79032	Guinea-Bissau	2002-01-01	1091.07															
79033	Guinea-Bissau	2003-01-01	1095.71															
79034	Guinea-Bissau	2004-01-01	1131.96															
79035	Guinea-Bissau	2005-01-01	1191.32															
79036	Guinea-Bissau	2006-01-01	1227.98															
79037	Guinea-Bissau	2007-01-01	1271.82															
79038	Guinea-Bissau	2008-01-01	1306.79															
79039	Guinea-Bissau	2009-01-01	1328.24															
79040	Guinea-Bissau	2010-01-01	1371.71															
79041	Guinea-Bissau	2011-01-01	1475.39															
79042	Guinea-Bissau	2012-01-01	1440.05															
79043	Guinea-Bissau	2013-01-01	1474.02															
79044	Guinea-Bissau	2014-01-01	1477.51															
79045	Guinea-Bissau	2015-01-01	1544.83															
79046	Guinea-Bissau	2016-01-01	1618.24															
79047	Guinea-Bissau	2017-01-01	1703.83															
79048	Guyana	1990-01-01	1857.97															
79049	Guyana	1991-01-01	2033.43															
79050	Guyana	1992-01-01	2229.61															
79051	Guyana	1993-01-01	2451.73															
79052	Guyana	1994-01-01	2700.14															
79053	Guyana	1995-01-01	2883.94															
79054	Guyana	1996-01-01	3167.83															
79055	Guyana	1997-01-01	3427.27															
79056	Guyana	1998-01-01	3417.79															
79057	Guyana	1999-01-01	3585.46															
79058	Guyana	2000-01-01	3626.53															
79059	Guyana	2001-01-01	3798.96															
79060	Guyana	2002-01-01	3902.94															
79061	Guyana	2003-01-01	3955.74															
79062	Guyana	2004-01-01	4129.18															
79063	Guyana	2005-01-01	4182.82															
79064	Guyana	2006-01-01	4540.61															
79065	Guyana	2007-01-01	5000.22															
79066	Guyana	2008-01-01	5209.92															
79067	Guyana	2009-01-01	5440.48															
79068	Guyana	2010-01-01	5728.2															
79069	Guyana	2011-01-01	6130.84															
79070	Guyana	2012-01-01	6543.24															
79071	Guyana	2013-01-01	6944.99															
79072	Guyana	2014-01-01	7297.47															
79073	Guyana	2015-01-01	7558.05															
79074	Guyana	2016-01-01	7845.19															
79075	Guyana	2017-01-01	8179.92															
79076	Haiti	1990-01-01	1353.92															
79077	Haiti	1991-01-01	1397.02															
79078	Haiti	1992-01-01	1326.7															
79079	Haiti	1993-01-01	1260.04															
79080	Haiti	1994-01-01	1111.78															
79081	Haiti	1995-01-01	1224.19															
79082	Haiti	1996-01-01	1274.41															
79083	Haiti	1997-01-01	1307.25															
79084	Haiti	1998-01-01	1326.31															
79085	Haiti	1999-01-01	1359.09															
79086	Haiti	2000-01-01	1378.36															
79087	Haiti	2001-01-01	1372.04															
79088	Haiti	2002-01-01	1367.24															
79089	Haiti	2003-01-01	1377.47															
79090	Haiti	2004-01-01	1344.13															
79091	Haiti	2005-01-01	1390.43															
79092	Haiti	2006-01-01	1442.63															
79093	Haiti	2007-01-01	1506.93															
79094	Haiti	2008-01-01	1525.81															
79095	Haiti	2009-01-01	1561.02															
79096	Haiti	2010-01-01	1471.3															
79097	Haiti	2011-01-01	1562.28															
79098	Haiti	2012-01-01	1615.23															
79099	Haiti	2013-01-01	1689.75															
79100	Haiti	2014-01-01	1746.55															
79101	Haiti	2015-01-01	1763.49															
79102	Haiti	2016-01-01	1785.95															
79103	Haiti	2017-01-01	1818.79															
79104	Honduras	1990-01-01	2072.69															
79105	Honduras	1991-01-01	2011.87															
79106	Honduras	1992-01-01	2121.2															
79107	Honduras	1993-01-01	2248.07															
79108	Honduras	1994-01-01	2237.04															
79109	Honduras	1995-01-01	2358.59															
79110	Honduras	1996-01-01	2380.37															
79111	Honduras	1997-01-01	2464.79															
79112	Honduras	1998-01-01	2512.99															
79113	Honduras	1999-01-01	2466.87															
79114	Honduras	2000-01-01	2637.64															
79115	Honduras	2001-01-01	2701.34															
79116	Honduras	2002-01-01	2775.25															
79117	Honduras	2003-01-01	2887.5															
79118	Honduras	2004-01-01	3077.28															
79119	Honduras	2005-01-01	3291.15															
79120	Honduras	2006-01-01	3534.52															
79121	Honduras	2007-01-01	3769.87															
79122	Honduras	2008-01-01	3922.66															
79123	Honduras	2009-01-01	3778.42															
79124	Honduras	2010-01-01	3889.93															
79125	Honduras	2011-01-01	4046.08															
79126	Honduras	2012-01-01	4216.16															
79127	Honduras	2013-01-01	4332.42															
79128	Honduras	2014-01-01	4471.17															
79129	Honduras	2015-01-01	4613.12															
79130	Honduras	2016-01-01	4757.83															
79131	Honduras	2017-01-01	4996.81															
79132	China, Hong Kong Special Administrative Region	1990-01-01	17430.15															
79133	China, Hong Kong Special Administrative Region	1991-01-01	18880.04															
79134	China, Hong Kong Special Administrative Region	1992-01-01	20342.89															
79135	China, Hong Kong Special Administrative Region	1993-01-01	21741.71															
79136	China, Hong Kong Special Administrative Region	1994-01-01	23020.38															
79137	China, Hong Kong Special Administrative Region	1995-01-01	23586.66															
79138	China, Hong Kong Special Administrative Region	1996-01-01	23952.93															
79139	China, Hong Kong Special Administrative Region	1997-01-01	25393.04															
79140	China, Hong Kong Special Administrative Region	1998-01-01	23957.78															
79141	China, Hong Kong Special Administrative Region	1999-01-01	24697.13															
79142	China, Hong Kong Special Administrative Region	2000-01-01	26956.15															
79143	China, Hong Kong Special Administrative Region	2001-01-01	27521.51															
79144	China, Hong Kong Special Administrative Region	2002-01-01	28281.41															
79145	China, Hong Kong Special Administrative Region	2003-01-01	29785.7															
79146	China, Hong Kong Special Administrative Region	2004-01-01	33008.9															
79147	China, Hong Kong Special Administrative Region	2005-01-01	36428.76															
79148	China, Hong Kong Special Administrative Region	2006-01-01	39931.3															
79149	China, Hong Kong Special Administrative Region	2007-01-01	43270.63															
79150	China, Hong Kong Special Administrative Region	2008-01-01	44789.52															
79151	China, Hong Kong Special Administrative Region	2009-01-01	43925.21															
79152	China, Hong Kong Special Administrative Region	2010-01-01	47123.34															
79153	China, Hong Kong Special Administrative Region	2011-01-01	50085.96															
79154	China, Hong Kong Special Administrative Region	2012-01-01	51344.51															
79155	China, Hong Kong Special Administrative Region	2013-01-01	53649.87															
79156	China, Hong Kong Special Administrative Region	2014-01-01	55781.76															
79157	China, Hong Kong Special Administrative Region	2015-01-01	57235.21															
79158	China, Hong Kong Special Administrative Region	2016-01-01	58747.6															
79159	China, Hong Kong Special Administrative Region	2017-01-01	61670.75															
79160	India	1990-01-01	1235.89															
79161	India	1991-01-01	1264.48															
79162	India	1992-01-01	1337.15															
79163	India	1993-01-01	1406.01															
79164	India	1994-01-01	1502.06															
79165	India	1995-01-01	1618.14															
79166	India	1996-01-01	1738.74															
79167	India	1997-01-01	1805.97															
79168	India	1998-01-01	1903.04															
79169	India	1999-01-01	2065.34															
79170	India	2000-01-01	2154.91															
79171	India	2001-01-01	2270.61															
79172	India	2002-01-01	2352.91															
79173	India	2003-01-01	2545.9															
79174	India	2004-01-01	2777.77															
79175	India	2005-01-01	3045.69															
79176	India	2006-01-01	3340.17															
79177	India	2007-01-01	3636.35															
79178	India	2008-01-01	3766.37															
79179	India	2009-01-01	4035.6															
79180	India	2010-01-01	4371.84															
79181	India	2011-01-01	4635.88															
79182	India	2012-01-01	4920.14															
79183	India	2013-01-01	5261.65															
79184	India	2014-01-01	5690.39															
79185	India	2015-01-01	6139.03															
79186	India	2016-01-01	6636.54															
79187	India	2017-01-01	7166.2															
79188	Indonesia	1990-01-01	2988.82															
79189	Indonesia	1991-01-01	3244.91															
79190	Indonesia	1992-01-01	3475.23															
79191	Indonesia	1993-01-01	3727.25															
79192	Indonesia	1994-01-01	4028.87															
79193	Indonesia	1995-01-01	4382.9															
79194	Indonesia	1996-01-01	4740.66															
79195	Indonesia	1997-01-01	4975.94															
79196	Indonesia	1998-01-01	4308.31															
79197	Indonesia	1999-01-01	4347.62															
79198	Indonesia	2000-01-01	4600.75															
79199	Indonesia	2001-01-01	4809.61															
79200	Indonesia	2002-01-01	5032.75															
79201	Indonesia	2003-01-01	5304.42															
79202	Indonesia	2004-01-01	5645.9															
79203	Indonesia	2005-01-01	6075.13															
79204	Indonesia	2006-01-01	6516.4															
79205	Indonesia	2007-01-01	7018.08															
79206	Indonesia	2008-01-01	7484.24															
79207	Indonesia	2009-01-01	7785.27															
79208	Indonesia	2010-01-01	8260.93															
79209	Indonesia	2011-01-01	8837.82															
79210	Indonesia	2012-01-01	9428.6															
79211	Indonesia	2013-01-01	10000.7															
79212	Indonesia	2014-01-01	10570.11															
79213	Indonesia	2015-01-01	11072.54															
79214	Indonesia	2016-01-01	11624.02															
79215	Indonesia	2017-01-01	12309.63															
79216	Iran (Islamic Republic of)	1990-01-01	7361.64															
79217	Iran (Islamic Republic of)	1991-01-01	8377.38															
79218	Iran (Islamic Republic of)	1992-01-01	8677.37															
79219	Iran (Islamic Republic of)	1993-01-01	8865.07															
79220	Iran (Islamic Republic of)	1994-01-01	8807.3															
79221	Iran (Islamic Republic of)	1995-01-01	9067.1															
79222	Iran (Islamic Republic of)	1996-01-01	9551.41															
79223	Iran (Islamic Republic of)	1997-01-01	9586.21															
79224	Iran (Islamic Republic of)	1998-01-01	9716.88															
79225	Iran (Islamic Republic of)	1999-01-01	9772.27															
79226	Iran (Islamic Republic of)	2000-01-01	10409.07															
79227	Iran (Islamic Republic of)	2001-01-01	10574.94															
